,nr,q_nr,theory_nr,theory,question,answer,meta_folder,meta_file,meta_depth,meta_id,D_maxD,D_NFact,D_NRule,Q_Dep,Q_Len,Q_strategy,Q_proofs,formulated_facts_str,formulated_rules_str,resulted_new_facts_list,formulated_query_list,answer_code,answer_LLM
394,16761,8,793,Anne is big. Anne is green. Charlie is big. Charlie is green. Charlie is white. Erin is red. Fiona is white. All white things are blue. If Anne is big then Anne is not white. If Charlie is cold and Charlie is blue then Charlie is white. All big things are not smart. If something is cold then it is big. If something is red then it is big. If Fiona is blue then Fiona is green. If something is smart and cold then it is green. Green things are red.,Fiona is big.,True,OWA,test,5,AttNeg-OWA-D5-322,5,7,9,4,5,proof,[(((((((((triple7) -> rule1)) -> rule7)) -> rule9)) -> rule6))],"1. Big(Anne)
2. Green(Anne)
3. Big(Charlie)
4. Green(Charlie)
5. White(Charlie)
6. Red(Erin)
7. White(Fiona)
","1. IF Blue(thing) THEN Blue(thing)
2. IF Big(Anne) THEN NOT White(Anne)
3. IF Cold(Charlie) AND Blue(Charlie) THEN White(Charlie)
4. IF Big(thing) THEN NOT Smart(thing)
5. IF Cold(thing) THEN Big(thing)
6. IF Red(thing) THEN Big(thing)
7. IF Blue(Fiona) THEN Green(Fiona)
8. IF Smart(thing) AND Cold(thing) THEN Green(thing)
9. IF Green(thing) THEN Red(thing)
","1. Big(Anne)
2. Green(Anne)
3. Big(Charlie)
4. Green(Charlie)
5. White(Charlie)
6. Red(Erin)
7. White(Fiona)
8. NOTHING.
","1. Big(Fiona)
",False,False
395,54789,8,2605,"Charlie is cold. Charlie is furry. Charlie is kind. Dave is big. Erin is big. Erin is cold. Gary is kind. If someone is kind and nice then they are big. Nice, quiet people are big. If someone is kind and big then they are nice. All big people are kind. If someone is quiet and big then they are young. If someone is young and kind then they are quiet. If someone is nice then they are young. If Dave is cold then Dave is nice. If someone is quiet then they are furry.",Dave is quiet.,True,OWA,train,5,AttNoneg-OWA-D5-1151,5,7,9,4,8,proof,[(((((((((triple4) -> rule4) triple4) -> rule3)) -> rule7) ((triple4) -> rule4)) -> rule6))],"1. Cold(Charlie)
2. Furry(Charlie)
3. Kind(Charlie)
4. Big(Dave)
5. Big(Erin)
6. Cold(Erin)
7. Kind(Gary)
","1. IF Kind(someone) AND Nice(someone) THEN Big(someone)
2. IF Nice(people) THEN Big(people)
3. IF Kind(someone) THEN Nice(someone)
4. IF Big(people) THEN Kind(people)
5. IF Quiet(people) THEN Young(people)
6. IF Young(people) THEN Quiet(people)
7. IF Nice(people) THEN Young(people)
8. IF Cold(Dave) THEN Nice(Dave)
9. IF Furry(people) THEN Nice(people)
","1. Cold(Charlie)
2. Furry(Charlie)
3. Kind(Charlie)
4. Big(Dave)
5. Big(Erin)
6. Cold(Erin)
7. Kind(Gary)
8. NOTHING.
","1. Quiet(Dave)
",False,False
396,20737,8,988,"Anne is blue. Anne is cold. Charlie is not blue. Fiona is cold. Gary is not cold. Gary is nice. Gary is red. If something is cold and young then it is red. If something is young and nice then it is red. If Anne is young and Anne is nice then Anne is quiet. All red, cold things are nice. If Gary is blue then Gary is nice. If something is cold then it is young. All quiet, blue things are kind. If something is quiet and young then it is kind. If something is red and not quiet then it is kind.",Anne is quiet.,True,OWA,train,5,AttNeg-OWA-D5-518,5,7,9,4,9,proof,[(((((triple2) -> rule6) ((((triple2 ((triple2) -> rule6)) -> rule1) triple2) -> rule4)) -> rule3))],"1. Blue(Anne)
2. Cold(Anne)
3. Not Blue(Charlie)
4. Cold(Fiona)
5. Nice(Gary)
6. Red(Gary)
","1. IF Cold(x) AND Young(x) THEN Red(x)
2. IF Young(x) THEN Red(x)
3. IF Anne(young) THEN Quiet(Anne)
4. IF Cold(x) THEN Nice(x)
5. IF Gary(blue) THEN Nice(Gary)
6. IF Cold(x) THEN Young(x)
7. IF Quiet(x) AND Blue(x) THEN Kind(x)
8. IF Young(x) AND Quiet(x) THEN Kind(x)
9. IF Red(x) AND Not Quiet(x) THEN Kind(x)
","1. Blue(Anne)
2. Cold(Anne)
3. Not Blue(Charlie)
4. Cold(Fiona)
5. Nice(Gary)
6. Red(Gary)
7. NOTHING.
","1. Quiet(Anne)
",False,False
397,8637,8,408,The bald eagle is red. The bald eagle needs the bear. The bear is red. The bear sees the squirrel. The rabbit is cold. The rabbit needs the squirrel. The squirrel is round. If something is round then it is red. If something is red then it visits the rabbit. If something sees the bald eagle then it is round. If something visits the rabbit then the rabbit is round. If the bald eagle sees the rabbit then the bald eagle visits the rabbit. If something is green then it needs the bear. If something sees the bear and the bear needs the rabbit then the bear is cold. If something sees the bear and it is kind then it needs the bear. All red things are green.,The rabbit visits the rabbit.,True,OWA,dev,5,RelNoneg-OWA-D5-768,5,7,9,4,5,proof,[(((((((((triple1) -> rule2)) -> rule4)) -> rule1)) -> rule2) OR ((((((((triple3) -> rule2)) -> rule4)) -> rule1)) -> rule2) OR ((((((((((triple7) -> rule1)) -> rule2)) -> rule4)) -> rule1)) -> rule2))],"1. Red(Bald Eagle)
2. Need(Bald Eagle, Bear)
3. Red(Bear)
4. See(Bear, Squirrel)
5. Cold(Rabbit)
6. Need(Rabbit, Squirrel)
7. Round(Squirrel)
","1. IF Round(x) THEN Red(x)
2. IF Red(x) THEN Visit(x, Rabbit)
3. IF See(x, BaldEagle) THEN Round(x)
4. IF Visit(x, Rabbit) THEN Round(x)
5. IF Need(x, Bear) THEN Green(x)
6. IF See(x, Bear) AND Need(x, Rabbit) THEN Cold(Bear)
7. IF See(x, Bear) AND Kind(x) THEN Need(x, Bear)
8. IF Red(x) THEN Green(x)
","1. Red(Bald Eagle)
2. Need(Bald Eagle, Bear)
3. Red(Bear)
4. See(Bear, Squirrel)
5. Cold(Rabbit)
6. Need(Rabbit, Squirrel)
7. Round(Squirrel)
8. NOTHING
","1. Visit(Rabbit)
",False,False
398,65635,8,3125,"Charlie is rough. Charlie is white. Dave is quiet. Erin is smart. Erin is white. Fiona is nice. Fiona is rough. If Fiona is kind and Fiona is not rough then Fiona is not nice. White, cold people are smart. If someone is quiet then they are white. Kind people are cold. White people are kind. If Dave is white then Dave is kind. If someone is white and not kind then they are not nice. All smart people are nice. If Charlie is not kind and Charlie is not white then Charlie is not nice.",Dave is smart.,True,OWA,train,5,AttNeg-OWA-D5-458,5,7,9,4,7,proof,[(((((triple3) -> rule3) ((((((triple3) -> rule3)) -> rule5)) -> rule4)) -> rule2) OR ((((triple3) -> rule3) ((((((triple3) -> rule3)) -> rule6)) -> rule4)) -> rule2))],"1. Rough(Charlie)
2. White(Charlie)
3. Quiet(Dave)
4. Smart(Erin)
5. White(Erin)
6. Nice(Fiona)
7. Rough(Fiona)
","1. IF Kind(Fiona) AND Not Rough(Fiona) THEN Nice(Fiona)
2. IF White(people) AND Cold(people) THEN Smart(people)
3. IF Quiet(person) THEN White(person)
4. IF Kind(person) THEN Cold(person)
5. IF White(Dave) THEN Kind(Dave)
6. IF Not Kind(person) AND Not White(person) THEN Nice(person)
7. IF Smart(person) THEN Nice(person)
8. IF Not Kind(Charlie) AND Not White(Charlie) THEN Nice(Charlie)
","1. Rough(Charlie)
2. White(Charlie)
3. Quiet(Dave)
4. Smart(Erin)
5. White(Erin)
6. Nice(Fiona)
7. Rough(Fiona)
8. NOTHING
","1. Smart(Dave)
",False,False
399,33009,8,1575,"Bob is not blue. Bob is cold. Bob is kind. Charlie is cold. Charlie is green. Gary is kind. Harry is green. Green people are blue. All green, red people are not nice. If someone is blue and not green then they are not cold. If someone is rough then they are cold. If Bob is blue and Bob is cold then Bob is kind. All blue people are rough. All cold people are red. Nice, blue people are kind. If Gary is not rough then Gary is nice.",Harry is red.,True,OWA,train,5,AttNeg-OWA-D5-1114,5,7,9,4,5,proof,[(((((((((triple7) -> rule1)) -> rule6)) -> rule4)) -> rule7))],"1. Not(Blue)(Bob)
2. Cold(Bob)
3. Kind(Bob)
4. Cold(Charlie)
5. Green(Charlie)
6. Kind(Gary)
7. Green(Harry)
","1. IF Blue(people) THEN Cold(people)
2. IF Not Green(people) THEN Not Nice(people)
3. IF Blue(person) AND Not Cold(person) THEN Kind(person)
4. IF Rough(person) THEN Cold(person)
5. IF Blue(person) AND Cold(person) THEN Kind(person)
6. IF Blue(person) THEN Rough(person)
7. IF Cold(person) THEN Red(person)
8. IF Nice(person) AND Blue(person) THEN Kind(person)
9. IF Not Rough(person) THEN Nice(person)
","1. Not(Blue)(Bob)
2. Cold(Bob)
3. Kind(Bob)
4. Cold(Charlie)
5. Green(Charlie)
6. Kind(Gary)
7. Green(Harry)
","1. Red(Harry)
",False,False
400,16001,8,765,"Anne is green. Anne is red. Anne is smart. Erin is blue. Gary is rough. Harry is red. Harry is round. If something is rough and white then it is smart. All rough, smart things are round. Blue things are smart. Blue, smart things are green. Green, round things are white. All green things are smart. If something is white and round then it is smart. Red, rough things are round. Green things are rough.",Erin is round.,True,OWA,train,5,AttNoneg-OWA-D5-480,5,7,9,4,8,proof,[(((((((triple4 ((triple4) -> rule3)) -> rule4)) -> rule9) ((triple4) -> rule3)) -> rule2))],"1. Green(Anne)
2. Red(Anne)
3. Smart(Anne)
4. Blue(Erin)
5. Rough(Gary)
6. Red(Harry)
7. Round(Harry)
","1. IF Rough(thing) AND White(thing) THEN Smart(thing)
2. IF All(thing) THEN thing(thing)
3. IF Blue(thing) THEN Smart(thing)
4. IF Blue(thing) AND thing(thing) THEN thing(thing)
5. IF Green(thing) THEN Smart(thing)
6. IF White(thing) AND Round(thing) THEN Smart(thing)
7. IF Red(thing) AND Rough(thing) THEN thing(thing)
8. IF Green(thing) AND thing(thing) THEN thing(thing)
","1. Green(Anne)
2. Red(Anne)
3. Smart(Anne)
4. Blue(Erin)
5. Rough(Gary)
6. Red(Harry)
7. Round(Harry)
8. NOTHING
","1. Round(Erin)
",False,False
401,4087,8,192,"Anne is furry. Charlie is blue. Charlie is smart. Dave is not blue. Dave is green. Erin is not blue. Erin is red. If something is smart and not blue then it is not cold. If something is furry then it is kind. Blue, smart things are kind. All kind things are smart. If something is blue then it is furry. All red things are furry. Red things are furry. Blue, kind things are red. If something is furry and not cold then it is green.",Erin is not cold.,True,OWA,test,5,AttNeg-OWA-D5-937,5,7,9,4,6,proof,[(((((((((triple7) -> rule6)) -> rule2)) -> rule4) triple6) -> rule1) OR ((((((((triple7) -> rule7)) -> rule2)) -> rule4) triple6) -> rule1))],"1. Furry(Anne)
2. Blue(Charlie)
3. Smart(Charlie)
4. Not Blue(Dave)
5. Green(Dave)
6. Not Blue(Erin)
7. Red(Erin)
","1. IF Smart(X) AND Not Blue(X) THEN Not Cold(X)
2. IF Furry(X) THEN Kind(X)
3. IF Blue(X), Smart(X) THEN Kind(X)
4. IF Kind(X) THEN Smart(X)
5. IF Furry(X) THEN Blue(X)
6. IF Red(X) THEN Furry(X)
7. IF Furry(X) THEN Red(X)
8. IF Blue(X), Furry(X) THEN Red(X)
9. IF Furry(X) AND Not Cold(X) THEN Green(X)
","1. Furry(Anne)
2. Blue(Charlie)
3. Smart(Charlie)
4. Not Blue(Dave)
5. Green(Dave)
6. Not Blue(Erin)
7. Red(Erin)
8. NOTHING.
","1. Not(Cold)(Erin)
",False,False
402,52547,8,2498,The bald eagle needs the lion. The lion is not green. The lion needs the mouse. The mouse is not cold. The squirrel is red. The squirrel likes the lion. The squirrel sees the mouse. If something is red and not cold then it does not like the bald eagle. If something likes the mouse then it needs the squirrel. If something sees the squirrel then the squirrel is rough. If something is green then it likes the mouse. Green things are round. If the lion needs the mouse then the mouse sees the squirrel. Rough things are green. If something sees the bald eagle then it does not like the lion. If something needs the squirrel and it likes the lion then the lion is round.,The squirrel likes the mouse.,True,OWA,train,5,RelNeg-OWA-D5-293,6,7,9,4,5,proof,[(((((((((triple3) -> rule6)) -> rule3)) -> rule7)) -> rule4))],"1. Need(BaldEagle, Lion)
2. Not(Lion, Green)
3. Need(Lion, Mouse)
4. Not(Mouse, Cold)
5. Red(Squirrel)
6. Like(Squirrel, Lion)
7. See(Squirrel, Mouse)
","1. IF Red(x) AND Not Cold(x), THEN x does not like BaldEagle.
2. IF Like(x, Mouse), THEN x needs Squirrel.
3. IF See(x, Squirrel), THEN Squirrel is Rough.
4. IF Green(x), THEN x likes Mouse.
5. IF Round(x), THEN x is Green.
6. IF Need(Lion, Mouse) AND Like(Lion, Mouse), THEN Mouse sees Squirrel.
7. IF Rough(x), THEN x needs Squirrel.
8. IF See(Lion, BaldEagle), THEN Lion does not like Lion.
","1. Need(BaldEagle, Lion)
2. Not(Lion, Green)
3. Need(Lion, Mouse)
4. Not(Mouse, Cold)
5. Red(Squirrel)
6. Like(Squirrel, Lion)
7. See(Squirrel, Mouse)
8. NOTHING.
","1. Like(Squirrel, Mouse)
",False,False
403,6451,8,304,The bear is big. The cow likes the bear. The lion does not chase the tiger. The lion is nice. The lion likes the bear. The lion likes the tiger. The tiger likes the bear. If someone needs the bear then the bear likes the tiger. If someone is rough then they need the bear. If the tiger likes the bear and the tiger is round then the bear chases the cow. If someone needs the tiger and they like the bear then they chase the lion. If the tiger chases the lion then the lion does not like the cow. If someone chases the tiger then the tiger likes the lion. If someone likes the tiger then they are rough. If someone likes the tiger and they chase the cow then they need the lion. If someone needs the bear then the bear likes the cow.,The bear is rough.,True,OWA,dev,5,RelNeg-OWA-D5-149,5,7,9,4,5,proof,[(((((((((triple6) -> rule7)) -> rule2)) -> rule1)) -> rule7))],"1. Big(Bear)
2. Like(Cow, Bear)
3. DoNotChase(Lion, Tiger)
4. Nice(Lion)
5. Like(Lion, Bear)
6. Like(Lion, Tiger)
7. Like(Tiger, Bear)
","1. IF Need(bear) THEN Like(tiger)
2. IF Rough(person) THEN Need(bear)
3. IF Like(tiger, bear) AND Round(tiger) THEN Chase(bear, cow)
4. IF Need(person) AND Like(person, bear) THEN Chase(lion)
5. IF Chase(tiger) THEN Like(lion)
6. IF Like(person, tiger) THEN Rough(person)
7. IF Need(bear) THEN Like(cow)
","1. Big(Bear)
2. Like(Cow, Bear)
3. DoNotChase(Lion, Tiger)
4. Nice(Lion)
5. Like(Lion, Bear)
6. Like(Lion, Tiger)
7. Like(Tiger, Bear)
8. NOTHING
","1. Rough(Bear)
",False,False
404,15441,8,730,"Anne is young. Bob is rough. Bob is not smart. Dave is red. Dave is rough. Dave is not young. Fiona is furry. If something is round and not smart then it is rough. If something is young then it is rough. If something is red then it is round. Big, smart things are round. If Fiona is young and Fiona is furry then Fiona is round. All smart, young things are red. All young, big things are red. Rough things are big. If something is red and round then it is not furry.",Anne is round.,True,OWA,test,5,AttNeg-OWA-D5-22,5,7,9,4,6,proof,[(((((triple1 ((((triple1) -> rule2)) -> rule8)) -> rule7)) -> rule3))],"1. Young(Anne)
2. Rough(Bob)
3. Not Smart(Bob)
4. Red(Dave)
5. Rough(Dave)
6. Not Young(Dave)
7. Furry(Fiona)
","1. IF Round(X) AND NotSmart(X) THEN Rough(X)
2. IF Young(X) THEN Rough(X)
3. IF Red(X) THEN Round(X)
4. IF Big(X) AND Smart(X) THEN Round(X)
5. IF Young(Fiona) AND Furry(Fiona) THEN Round(Fiona)
6. IF Smart(X) AND Young(X) THEN Red(X)
7. IF Big(X) AND Rough(X) THEN Red(X)
8. IF Round(X) AND NotFurry(X) THEN NotSmart(X)
","1. Young(Anne)
2. Rough(Bob)
3. Not Smart(Bob)
4. Red(Dave)
5. Rough(Dave)
6. Not Young(Dave)
7. Furry(Fiona)
8. NOTHING
","1. Round(Anne)
",False,False
405,61823,8,2941,"Charlie is furry. Dave is blue. Dave is red. Dave is round. Dave is white. Erin is blue. Gary is quiet. If something is furry and not quiet then it is not big. All furry, round things are big. If something is furry and quiet then it is big. If something is red and white then it is blue. If something is round and quiet then it is white. All red, furry things are round. All quiet things are furry. Big things are red. If Dave is quiet then Dave is red.",Gary is round.,True,OWA,train,5,AttNeg-OWA-D5-432,6,7,9,4,8,proof,[(((((((((triple7) -> rule7) triple7) -> rule3)) -> rule8) ((triple7) -> rule7)) -> rule6))],"1. Furry(Charlie)
2. Blue(Dave)
3. Red(Dave)
4. Round(Dave)
5. White(Dave)
6. Blue(Erin)
7. Quiet(Gary)
","1. IF Furry(x) AND NotQuiet(x) THEN NotBig(x)
2. IF Furry(x) AND Round(x) THEN Big(x)
3. IF Furry(x) AND Quiet(x) THEN Big(x)
4. IF White(x) THEN Blue(x)
5. IF Round(x) AND Quiet(x) THEN White(x)
6. IF Furry(x) AND Red(x) THEN Round(x)
7. IF Quiet(x) THEN Furry(x)
8. IF Dave(x) THEN Red(x)
","1. Furry(Charlie)
2. Blue(Dave)
3. Red(Dave)
4. Round(Dave)
5. White(Dave)
6. Blue(Erin)
7. Quiet(Gary)
8. NOTHING
","1. Round(Gary)
",False,False
406,10521,8,503,"Anne is rough. Charlie is kind. Charlie is young. Dave is rough. Harry is kind. Harry is quiet. Harry is rough. If something is blue and not rough then it is kind. If something is nice then it is kind. If Dave is nice then Dave is quiet. If something is rough then it is big. If something is big and blue then it is nice. If Charlie is big and Charlie is nice then Charlie is not blue. If something is big and rough then it is blue. All quiet, big things are not young. If something is nice and not quiet then it is young.",Dave is quiet.,True,OWA,train,5,AttNeg-OWA-D5-543,5,7,9,4,8,proof,[(((((((triple4) -> rule4) ((((triple4) -> rule4) triple4) -> rule7)) -> rule5)) -> rule3))],"1. Rough(Anne)
2. Kind(Charlie)
3. Young(Charlie)
4. Rough(Dave)
5. Kind(Harry)
6. Quiet(Harry)
7. Rough(Harry)
","1. IF Blue(x) AND NotRough(x) THEN Kind(x)
2. IF Nice(x) THEN Kind(x)
3. IF Nice(Dave) THEN Quiet(Dave)
4. IF Rough(x) THEN Big(x)
5. IF Big(x) AND Blue(x) THEN Nice(x)
6. IF Nice(Charlie) AND NotBlue(Charlie) THEN NotQuiet(Charlie)
7. IF Big(x) AND Rough(x) THEN Blue(x)
8. IF Quiet(x) AND Big(x) THEN Young(x)
","1. Rough(Anne)
2. Kind(Charlie)
3. Young(Charlie)
4. Rough(Dave)
5. Kind(Harry)
6. Quiet(Harry)
7. Rough(Harry)
8. NOTHING
","1. Quiet(Dave)
",False,False
407,17415,8,831,The cow is round. The dog chases the cow. The lion chases the dog. The lion eats the cow. The lion is round. The mouse eats the dog. The mouse is round. If someone eats the mouse then the mouse chases the dog. If someone is round and kind then they chase the mouse. If someone is rough then they eat the mouse. If the cow chases the dog and the dog eats the cow then the dog is nice. If the mouse is round and the mouse eats the cow then the mouse sees the dog. If someone chases the dog then they are rough. If someone is red then they see the mouse. If someone eats the dog then they chase the lion. If the mouse eats the dog and the dog chases the cow then the dog sees the mouse.,The mouse is rough.,True,OWA,train,5,RelNoneg-OWA-D5-661,5,7,9,4,5,proof,[(((((((((triple3) -> rule6)) -> rule3)) -> rule1)) -> rule6))],"1. Good(Bob)
2. Need(Bob, Apple)
3. Like(Cat, Apple)
4. Round(Cow)
5. Chase(Dog, Lion)
6. Eat(Lion, Cow)
7. Round(Lion)
8. Eat(Mouse, Dog)
9. Round(Mouse)
","1. IF Eat(mouse) THEN Chase(dog)
2. IF Kind(person) THEN Chase(mouse)
3. IF Rough(person) THEN Eat(mouse)
4. IF Chase(cow) AND Eat(mouse) THEN Nice(dog)
5. IF Round(mouse) AND Eat(cow) THEN See(dog)
6. IF Chase(dog) THEN Rough(person)
7. IF Red(person) THEN See(mouse)
8. IF Eat(dog) THEN Chase(lion)
9. IF Eat(mouse) AND Chase(cow) THEN See(dog)
","1. Good(Bob)
2. Need(Bob, Apple)
3. Like(Cat, Apple)
4. Round(Cow)
5. Chase(Dog, Lion)
6. Eat(Lion, Cow)
7. Round(Lion)
8. Eat(Mouse, Dog)
9. Round(Mouse)
10. NOTHING
","1. Rough(Mouse)
",False,False
408,7223,8,340,"Bob is cold. Bob is nice. Bob is round. Dave is young. Erin is nice. Erin is round. Fiona is cold. If something is green then it is blue. If something is green and round then it is cold. Cold things are nice. All nice things are red. If something is young then it is cold. If something is nice and round then it is green. If something is red and cold then it is green. All young, round things are nice. If Fiona is round and Fiona is young then Fiona is cold.",Dave is green.,True,OWA,dev,5,AttNoneg-OWA-D5-1363,5,7,9,4,7,proof,[(((((((((triple4) -> rule5)) -> rule3)) -> rule4) ((triple4) -> rule5)) -> rule7))],"1. Cold(Bob)
2. Nice(Bob)
3. Round(Bob)
4. Young(Dave)
5. Nice(Erin)
6. Round(Erin)
7. Cold(Fiona)
","1. IF Green(something) THEN Blue(something)
2. IF Green(something) AND Round(something) THEN Cold(something)
3. IF Cold(thing) THEN Nice(thing)
4. IF Red(thing) THEN Green(thing)
5. IF Young(thing) THEN Cold(thing)
6. IF Nice(thing) AND Round(thing) THEN Green(thing)
7. IF Red(thing) AND Cold(thing) THEN Green(thing)
8. IF Young(thing) AND Round(thing) THEN Nice(thing)
9. IF Fiona(is) Round(and) Young(then) Fiona(is) Cold(Fiona)
","1. Cold(Bob)
2. Nice(Bob)
3. Round(Bob)
4. Young(Dave)
5. Nice(Erin)
6. Round(Erin)
7. Cold(Fiona)
","1. Green(Dave)
",False,False
409,23339,8,1113,"Bob is round. Fiona is green. Gary is blue. Harry is green. Harry is not red. Harry is not round. Harry is young. If something is nice and red then it is white. All red things are white. All young, round things are not red. Round things are red. If Harry is red and Harry is nice then Harry is white. If something is blue then it is nice. Blue, nice things are green. All young, red things are green. If something is white and round then it is blue.",Bob is nice.,True,OWA,train,5,AttNeg-OWA-D5-573,5,7,9,4,6,proof,[(((((((((triple1) -> rule4)) -> rule2) triple1) -> rule9)) -> rule6))],"1. Good(Bob)
2. Need(Bob, Apple)
3. Like(Cat, Apple)
4. Round(Bob)
5. Green(Fiona)
6. Blue(Gary)
7. Green(Harry)
8. NotRed(Harry)
9. NotRound(Harry)
10. Young(Harry)
","1. IF Nice(something) AND Red(something) THEN White(something)
2. ALL Red(thing) THEN White(thing)
3. IF Young(thing) AND Round(thing) THEN Not Red(thing)
4. IF Round(thing) THEN Red(thing)
5. IF Nice(Harry) AND Red(Harry) THEN White(Harry)
6. IF Blue(thing) THEN Nice(thing)
7. IF Green(thing) THEN Blue(thing)
8. IF White(thing) AND Round(thing) THEN Blue(thing)
","1. Good(Bob)
2. Need(Bob, Apple)
3. Like(Cat, Apple)
4. Round(Bob)
5. Green(Fiona)
6. Blue(Gary)
7. Green(Harry)
8. NotRed(Harry)
9. NotRound(Harry)
10. Young(Harry)
11. NOTHING
","1. Nice(Bob)
",False,False
410,2331,8,110,The bald eagle chases the rabbit. The bald eagle chases the tiger. The lion needs the rabbit. The rabbit does not chase the lion. The rabbit needs the bald eagle. The rabbit needs the lion. The tiger visits the rabbit. If something chases the rabbit then it is big. If something needs the tiger then it is big. If something needs the lion and it visits the rabbit then it chases the lion. If something is big then it chases the lion. If something chases the tiger then the tiger needs the rabbit. If something visits the tiger then the tiger is not green. If something chases the lion then the lion chases the rabbit. If something chases the tiger then it visits the bald eagle. If something chases the rabbit and it does not visit the lion then the lion does not need the rabbit.,The lion is big.,True,OWA,dev,5,RelNeg-OWA-D5-70,5,7,9,4,5,proof,[(((((((((triple1) -> rule1)) -> rule4)) -> rule7)) -> rule1))],"1. Chase(BaldEagle, Rabbit)
2. Chase(BaldEagle, Tiger)
3. Need(Lion, Rabbit)
4. DoNotChase(Rabbit, Lion)
5. Need(Rabbit, BaldEagle)
6. Need(Rabbit, Lion)
7. Visit(Tiger, Rabbit)
","1. IF Big(something) THEN Big(something)
2. IF Need(something, tiger) THEN Big(something)
3. IF Visit(something, rabbit) THEN Chase(something, lion)
4. IF Big(something) THEN Chase(something, lion)
5. IF Need(something, tiger) THEN Visit(something, rabbit)
6. IF Visit(something, bald eagle) THEN Chase(something, tiger)
7. IF Chase(something, rabbit) THEN Need(something, lion)
8. IF Visit(something, lion) THEN Need(something, rabbit)
","1. Chase(BaldEagle, Rabbit)
2. Chase(BaldEagle, Tiger)
3. Need(Lion, Rabbit)
4. DoNotChase(Rabbit, Lion)
5. Need(Rabbit, BaldEagle)
6. Need(Rabbit, Lion)
7. Visit(Tiger, Rabbit)
8. NOTHING.
","1. Big(Lion)
",False,False
411,8451,8,403,"Bob is big. Bob is furry. Charlie is big. Charlie is quiet. Dave is quiet. Dave is white. Fiona is big. Big, white things are nice. If something is quiet and nice then it is green. All white, nice things are quiet. All nice things are big. Furry things are nice. All big things are kind. If something is nice then it is furry. If something is kind then it is white. If Dave is quiet then Dave is kind.",Fiona is quiet.,True,OWA,train,5,AttNoneg-OWA-D5-68,5,7,9,4,9,proof,[(((((((triple7) -> rule6)) -> rule8) ((triple7 ((((triple7) -> rule6)) -> rule8)) -> rule1)) -> rule3))],"1. Big(Bob)
2. Furry(Bob)
3. Big(Charlie)
4. Quiet(Charlie)
5. Quiet(Dave)
6. White(Dave)
7. Big(Fiona)
","1. IF Big(thing) THEN Nice(thing)
2. IF Quiet(thing) AND Nice(thing) THEN Green(thing)
3. IF White(thing) AND Nice(thing) THEN Quiet(thing)
4. IF Nice(thing) THEN Big(thing)
5. IF Furry(thing) THEN Nice(thing)
6. IF Kind(Dave) THEN White(Dave)
7. IF Nice(Dave) THEN Furry(Dave)
","1. Big(Bob)
2. Furry(Bob)
3. Big(Charlie)
4. Quiet(Charlie)
5. Quiet(Dave)
6. White(Dave)
7. Big(Fiona)
8. NOTHING.
","1. Quiet(Fiona)
",False,False
412,44201,8,2102,"Charlie is blue. Charlie is kind. Erin is red. Erin is round. Fiona is red. Gary is big. Gary is nice. If Erin is nice then Erin is kind. All red, rough people are nice. If someone is round then they are rough. All round, big people are blue. All nice, blue people are red. If someone is blue and kind then they are red. All rough, kind people are big. All big people are rough. If someone is big and blue then they are red.",Erin is big.,True,OWA,train,5,AttNoneg-OWA-D5-1390,5,7,9,4,8,proof,[(((((triple4) -> rule3) ((((triple3 ((triple4) -> rule3)) -> rule2)) -> rule1)) -> rule7))],"1. Blue(Charlie)
2. Kind(Charlie)
3. Red(Erin)
4. Round(Erin)
5. Red(Fiona)
6. Big(Gary)
7. Nice(Gary)
","1. IF Nice(Erin) THEN Kind(Erin)
2. IF Red(person) AND Rough(person) THEN Nice(person)
3. IF Round(person) THEN Rough(person)
4. IF Big(person) AND Blue(person) THEN Red(person)
5. IF Blue(person) AND Kind(person) THEN Red(person)
6. IF Big(person) AND Blue(person) THEN Red(person)
","1. Blue(Charlie)
2. Kind(Charlie)
3. Red(Erin)
4. Round(Erin)
5. Red(Fiona)
6. Big(Gary)
7. Nice(Gary)
8. NOTHING
","1. Big(Erin)
",False,False
413,6333,8,298,"Anne is green. Anne is quiet. Dave is round. Erin is nice. Fiona is not nice. Fiona is quiet. Fiona is rough. If something is rough and green then it is round. All smart things are round. If something is round and blue then it is rough. All blue things are rough. Quiet things are green. Round things are green. All nice things are blue. All rough, nice things are blue. Rough, nice things are quiet.",Erin is green.,True,OWA,dev,5,AttNeg-OWA-D5-630,5,7,9,4,6,proof,[(((((((((triple4) -> rule7)) -> rule4) triple4) -> rule9)) -> rule5))],"1. Green(Anne)
2. Quiet(Anne)
3. Round(Dave)
4. Nice(Erin)
5. Not Nice(Fiona)
6. Quiet(Fiona)
7. Rough(Fiona)
","1. IF Rough(thing) AND Green(thing) THEN Round(thing)
2. ALL Smart(thing) THEN Round(thing)
3. IF Round(thing) AND Blue(thing) THEN Rough(thing)
4. ALL Blue(thing) THEN Rough(thing)
5. IF Quiet(thing) THEN Green(thing)
6. IF Round(thing) THEN Green(thing)
","1. Green(Anne)
2. Quiet(Anne)
3. Round(Dave)
4. Nice(Erin)
5. Not Nice(Fiona)
6. Quiet(Fiona)
7. Rough(Fiona)
8. NOTHING.
","1. Green(Erin)
",False,False
