,nr,q_nr,theory_nr,theory,question,answer,meta_folder,meta_file,meta_depth,meta_id,D_maxD,D_NFact,D_NRule,Q_Dep,Q_Len,Q_strategy,Q_proofs,formulated_facts_str,formulated_rules_str,resulted_new_facts_list,formulated_query_list,answer_code,answer_LLM
37,3785,2,339,The cow eats the lion. The cow is red. The lion visits the tiger. The mouse visits the cow. The tiger chases the lion. The tiger chases the mouse. The tiger eats the mouse. If something is kind and it visits the tiger then it eats the cow. If something eats the cow then the cow chases the lion. If something chases the tiger and it is big then it is kind. If something visits the cow and it chases the mouse then the cow is cold. If something chases the mouse then it visits the cow. If something visits the cow then the cow eats the lion. If something is young then it eats the tiger. If something visits the mouse then it visits the tiger.,The tiger visits the cow.,True,OWA,test,2,RelNoneg-OWA-D2-2060,2,7,8,1,2,proof,[(((triple6) -> rule5))],"1. Eat(Cow, Lion)
2. Red(Cow)
3. Visit(Lion, Tiger)
4. Visit(Mouse, Cow)
5. Chase(Tiger, Lion)
6. Chase(Tiger, Mouse)
7. Eat(Tiger, Mouse)
","1. IF Kind(something) AND Visit(something, tiger) THEN Eat(cow)
2. IF Eat(cow) THEN Chase(lion)
3. IF Chase(tiger) AND Big(tiger) THEN Kind(something)
4. IF Visit(cow, mouse) THEN Cold(cow)
5. IF Chase(mouse) THEN Visit(cow)
6. IF Visit(cow) THEN Eat(lion)
7. IF Young(something) THEN Eat(tiger)
8. IF Visit(mouse, tiger) THEN Visit(cow)
","1. Eat(Cow, Lion)
2. Red(Cow)
3. Visit(Lion, Tiger)
4. Visit(Mouse, Cow)
5. Chase(Tiger, Lion)
6. Chase(Tiger, Mouse)
7. Eat(Tiger, Mouse)
8. NOTHING.
","1. Visit(Tiger, Cow)
",False,False
38,34147,2,4413,The bear chases the cat. The bear sees the tiger. The cat eats the bear. The cat eats the tiger. The tiger chases the cat. The tiger eats the bear. The tiger sees the bear. Round things are big. If something sees the tiger and the tiger is nice then the tiger eats the cat. If something chases the bear then the bear sees the cat. If the cat eats the bear and the bear sees the tiger then the cat chases the bear. If something is young and nice then it eats the cat. If the tiger is young then the tiger eats the bear. If something chases the tiger then the tiger chases the bear. If something eats the bear then it eats the tiger.,The tiger eats the tiger.,True,OWA,train,1,RelNoneg-OWA-D1-1370,2,7,8,1,2,proof,[(((triple6) -> rule8))],"1. Good(Bob)
2. Need(Bob, Apple)
3. Like(Cat, Apple)
4. See(Bear, Tiger)
5. Eat(Cat, Bear)
6. Eat(Cat, Tiger)
7. See(Tiger, Bear)
","1. IF Round(thing) THEN Big(thing)
2. IF See(something, tiger) AND Nice(tiger) THEN Eat(cat, tiger)
3. IF Chase(something, bear) THEN See(bear, cat)
4. IF Eat(cat, bear) AND See(tiger, bear) THEN Chase(cat, bear)
5. IF Young(something) AND Nice(something) THEN Eat(cat, something)
6. IF Young(tiger) THEN Eat(bear, tiger)
7. IF Chase(something, tiger) THEN Chase(tiger, bear)
8. IF Eat(something, bear) THEN Eat(tiger, something)
","1. Good(Bob)
2. Need(Bob, Apple)
3. Like(Cat, Apple)
4. See(Bear, Tiger)
5. Eat(Cat, Bear)
6. Eat(Cat, Tiger)
7. See(Tiger, Bear)
8. NOTHING
","1. Eat(Tiger)
",False,False
39,579,2,40,"Charlie is quiet. Dave is cold. Dave is furry. Dave is quiet. Dave is rough. Erin is white. Gary is furry. Furry people are quiet. Quiet, cold people are furry. If someone is rough then they are big. If someone is quiet then they are cold. If someone is furry and white then they are rough. All rough, big people are quiet. All white people are rough. Blue people are cold.",Charlie is cold.,True,OWA,train,3,AttNoneg-OWA-D3-1397,5,7,8,1,2,proof,[(((triple1) -> rule4))],"1. Quiet(Charlie)
2. Cold(Dave)
3. Furry(Dave)
4. Quiet(Dave)
5. Rough(Dave)
6. White(Erin)
7. Furry(Gary)
","1. IF Quiet(people) THEN Cold(people)
2. IF Cold(people) THEN Furry(people)
3. IF Rough(people) THEN Big(people)
4. IF Big(people) THEN Quiet(people)
5. IF White(people) THEN Rough(people)
6. IF Blue(people) THEN Cold(people)
","1. Quiet(Charlie)
2. Cold(Dave)
3. Furry(Dave)
4. Quiet(Dave)
5. Rough(Dave)
6. White(Erin)
7. Furry(Gary)
8. NOTHING.
","1. Cold(Charlie)
",False,False
40,11543,2,1040,The lion chases the rabbit. The lion is kind. The lion is young. The lion visits the rabbit. The rabbit chases the lion. The rabbit eats the lion. The rabbit visits the lion. If the lion is not kind then the lion is cold. If someone eats the rabbit then they do not chase the lion. If someone is cold then they visit the lion. If the rabbit is not young and the rabbit does not visit the lion then the rabbit chases the lion. If the rabbit eats the lion and the rabbit does not visit the lion then the lion is red. If someone eats the lion then they are not red. If someone is cold and red then they do not eat the lion. If someone chases the rabbit then they eat the lion.,The lion eats the lion.,True,OWA,train,2,RelNeg-OWA-D2-106,2,7,8,1,2,proof,[(((triple1) -> rule8))],"1. Kind(Lion)
2. Need(Lion, Rabbit)
3. Visit(Lion, Rabbit)
4. Chase(Rabbit, Lion)
5. Eat(Rabbit, Lion)
6. Visit(Rabbit, Lion)
","1. IF Not Kind(lion) THEN Cold(lion)
2. IF Eat(rabbit) THEN DoNotChase(lion)
3. IF Cold(person) THEN Visit(lion)
4. IF Young(rabbit) AND Not Visit(lion) THEN Chase(lion)
5. IF Eat(rabbit) AND Not Visit(lion) THEN Red(lion)
6. IF Eat(lion) THEN Not Red(person)
7. IF Cold(person) AND Red(lion) THEN DoNotEat(lion)
8. IF Chase(rabbit) THEN Eat(lion)
","1. Kind(Lion)
2. Need(Lion, Rabbit)
3. Visit(Lion, Rabbit)
4. Chase(Rabbit, Lion)
5. Eat(Rabbit, Lion)
6. Visit(Rabbit, Lion)
7. NOTHING
","1. Eat(Lion)
",False,False
41,14205,2,673,"Bob is white. Fiona is cold. Fiona is rough. Gary is big. Gary is rough. Gary is white. Harry is nice. If something is white and cold then it is blue. If Bob is nice then Bob is furry. All big, cold things are blue. If Fiona is furry then Fiona is white. Big things are cold. If Bob is blue and Bob is nice then Bob is cold. All blue, cold things are nice. All white things are big.",Gary is cold.,True,OWA,test,5,AttNoneg-OWA-D5-199,5,7,8,1,2,proof,[(((triple4) -> rule5) OR ((((triple6) -> rule8)) -> rule5))],"1. White(Bob)
2. Cold(Fiona)
3. Rough(Fiona)
4. Big(Gary)
5. Rough(Gary)
6. White(Gary)
7. Nice(Harry)
","1. IF White(thing) AND Cold(thing) THEN Blue(thing)
2. IF Nice(Bob) THEN Furry(Bob)
3. IF Big(thing) AND Cold(thing) THEN Blue(thing)
4. IF Furry(Fiona) THEN White(Fiona)
5. IF Blue(Bob) AND Nice(Bob) THEN Cold(Bob)
6. IF Blue(thing) AND Cold(thing) THEN Nice(thing)
7. IF White(thing) THEN Big(thing)
","1. White(Bob)
2. Cold(Fiona)
3. Rough(Fiona)
4. Big(Gary)
5. Rough(Gary)
6. White(Gary)
7. Nice(Harry)
","1. Cold(Gary)
",False,False
42,13571,2,1229,"Charlie is green. Erin is quiet. Erin is white. Fiona is cold. Fiona is green. Fiona is white. Gary is green. If Erin is quiet and Erin is cold then Erin is green. Young, red people are big. If someone is big and cold then they are young. Green people are red. All red, green people are big. If someone is young and quiet then they are cold. Quiet people are cold. All big, quiet people are white.",Erin is cold.,True,OWA,test,2,AttNoneg-OWA-D2-1300,5,7,8,1,2,proof,[(((triple2) -> rule7))],"1. Green(Charlie)
2. Quiet(Erin)
3. White(Erin)
4. Cold(Fiona)
5. Green(Fiona)
6. White(Fiona)
7. Green(Gary)
","1. IF Quiet(Erin) AND Cold(Erin) THEN Green(Erin)
2. YOUNG(person) AND RED(person) ARE BIG(person)
3. IF Big(person) AND Cold(person) THEN Young(person)
4. GREEN(person) ARE RED(person)
5. IF RED(person) AND GREEN(person) THEN BIG(person)
6. IF Young(person) AND Quiet(person) THEN Cold(person)
7. QUIET(person) ARE COLD(person)
8. IF White(person) AND Big(person) AND Quiet(person) THEN Young(person)
","1. Green(Charlie)
2. Quiet(Erin)
3. White(Erin)
4. Cold(Fiona)
5. Green(Fiona)
6. White(Fiona)
7. Green(Gary)
8. NOTHING
","1. Cold(Erin)
",False,False
43,46311,2,2202,The bear visits the cat. The bear visits the rabbit. The cat is rough. The cow likes the cat. The rabbit is cold. The rabbit does not like the bear. The rabbit likes the cow. If someone likes the cow then they are nice. If someone is cold and nice then they chase the rabbit. If someone likes the cat and they chase the bear then the bear chases the cow. If the bear likes the rabbit and the rabbit visits the cat then the bear chases the cat. If someone is cold and they chase the bear then the bear chases the rabbit. If someone visits the cat then they chase the cat. If someone chases the cat then they are rough. If someone chases the rabbit then they visit the cat.,The rabbit is nice.,True,OWA,train,5,RelNeg-OWA-D5-327,5,7,8,1,2,proof,[(((triple7) -> rule1))],"1. Good(Bob)
2. Need(Bob, Apple)
3. Like(Cat, Apple)
4. Rough(Cat)
5. Like(Cow, Cat)
6. Cold(Rabbit)
7. DoNotLike(Rabbit, Bear)
8. Like(Rabbit, Cow)
","1. IF Like(person, cow) THEN Nice(person)
2. IF Cold(person) AND Nice(person) THEN Chase(person, rabbit)
3. IF Like(person, cat) AND Chase(person, bear) THEN Chase(bear, rabbit)
4. IF Like(bear, rabbit) AND Visit(rabbit, cat) THEN Chase(bear, cat)
5. IF Cold(person) AND Chase(person, bear) THEN Chase(bear, rabbit)
6. IF Visit(person, cat) THEN Chase(person, cat)
7. IF Chase(person, cat) THEN Rough(person)
8. IF Chase(person, rabbit) THEN Visit(person, cat)
","1. Good(Bob)
2. Need(Bob, Apple)
3. Like(Cat, Apple)
4. Rough(Cat)
5. Like(Cow, Cat)
6. Cold(Rabbit)
7. DoNotLike(Rabbit, Bear)
8. Like(Rabbit, Cow)
9. NOTHING.
","1. Nice(Rabbit)
",False,False
44,35679,2,2478,The bald eagle is cold. The bald eagle likes the cat. The cat is cold. The cat is green. The cat is round. The cat likes the bald eagle. The cat visits the bald eagle. If someone is round then they visit the cat. If someone sees the bald eagle and they like the cat then they like the bald eagle. If someone visits the bald eagle and the bald eagle sees the cat then the bald eagle visits the cat. If someone visits the cat and they like the cat then they visit the bald eagle. If someone is kind and they like the cat then the cat is round. If someone visits the bald eagle then the bald eagle sees the cat. If the cat is round and the cat likes the bald eagle then the bald eagle sees the cat. If someone visits the bald eagle then they like the cat.,The cat likes the cat.,True,OWA,train,3,RelNoneg-OWA-D3-555,3,7,8,1,2,proof,[(((triple7) -> rule8))],"1. Cold(BaldEagle)
2. Like(BaldEagle, Cat)
3. Cold(Cat)
4. Green(Cat)
5. Round(Cat)
6. Like(Cat, BaldEagle)
7. Visit(Cat, BaldEagle)
","1. IF Round(Person) THEN Visit(Cat)
2. IF Like(Person, BaldEagle) AND See(BaldEagle, Cat) THEN Like(BaldEagle)
3. IF Visit(Person, BaldEagle) AND See(BaldEagle, Cat) THEN Visit(Cat)
4. IF Like(Person, Cat) THEN Visit(BaldEagle)
5. IF Kind(Person) AND Like(Person, Cat) THEN Round(Cat)
6. IF Visit(Person, BaldEagle) THEN See(BaldEagle, Cat)
7. IF Round(Cat) AND Like(Cat, BaldEagle) THEN See(BaldEagle, Cat)
8. IF Visit(Person, BaldEagle) THEN Like(Cat)
","1. Cold(BaldEagle)
2. Like(BaldEagle, Cat)
3. Cold(Cat)
4. Green(Cat)
5. Round(Cat)
6. Like(Cat, BaldEagle)
7. Visit(Cat, BaldEagle)
8. NOTHING
","1. Good(Cat)
2. Need(Cat, Cat)
",False,False
45,57949,2,4023,The cow eats the tiger. The cow is rough. The cow likes the tiger. The squirrel visits the cow. The tiger is big. The tiger visits the cow. The tiger visits the squirrel. If something eats the tiger then it is young. All young things are cold. If something likes the squirrel then it is cold. If something is young and it visits the tiger then it is big. If something visits the cow then it is big. If the tiger visits the cow and the cow is young then the cow is big. If something visits the cow then it eats the tiger. If the squirrel likes the tiger and the squirrel eats the tiger then the squirrel eats the cow.,The squirrel eats the tiger.,True,OWA,train,3,RelNoneg-OWA-D3-269,3,7,8,1,2,proof,[(((triple4) -> rule7))],"1. Eat(Cow, Tiger)
2. Rough(Cow)
3. Like(Cow, Tiger)
4. Visit(Squirrel, Cow)
5. Big(Tiger)
6. Visit(Tiger, Cow)
7. Visit(Tiger, Squirrel)
","1. IF Eat(tiger) THEN Young(tiger)
2. IF Cold(thing) THEN Young(thing)
3. IF Like(thing, squirrel) THEN Cold(thing)
4. IF Young(thing) AND Visit(thing, tiger) THEN Big(thing)
5. IF Visit(thing, cow) THEN Big(thing)
6. IF Eat(cow) AND Young(cow) THEN Big(cow)
7. IF Visit(thing, cow) THEN Eat(tiger)
8. IF Like(squirrel, tiger) AND Eat(tiger) THEN Eat(cow)
","1. Eat(Cow, Tiger)
2. Rough(Cow)
3. Like(Cow, Tiger)
4. Visit(Squirrel, Cow)
5. Big(Tiger)
6. Visit(Tiger, Cow)
7. Visit(Tiger, Squirrel)
8. NOTHING.
","1. Eat(Squirrel, Tiger)
",False,False
46,43249,2,2057,The bear is blue. The bear is green. The bear is nice. The lion sees the bear. The rabbit likes the lion. The tiger is nice. The tiger needs the rabbit. If someone needs the rabbit then they like the rabbit. If someone is blue and rough then they need the bear. If someone needs the rabbit and the rabbit needs the bear then the bear is young. If the tiger needs the lion and the lion is green then the tiger likes the lion. If someone is nice then they need the rabbit. If someone likes the rabbit then they need the lion. If someone needs the lion and they like the rabbit then they are rough. If someone sees the tiger and they see the bear then they see the rabbit.,The bear needs the rabbit.,True,OWA,train,5,RelNoneg-OWA-D5-772,5,7,8,1,2,proof,[(((triple3) -> rule5))],"1. Blue(Bear)
2. Green(Bear)
3. Nice(Bear)
4. See(Lion, Bear)
5. Like(Rabbit, Lion)
6. Nice(Tiger)
7. Need(Tiger, Rabbit)
","1. IF Need(someone, rabbit) THEN Like(someone, rabbit)
2. IF Blue(person) AND Rough(person) THEN Need(person, bear)
3. IF Need(rabbit, bear) AND Young(bear) THEN Need(person, lion)
4. IF Need(tiger, lion) AND Green(lion) THEN Like(tiger, lion)
5. IF Nice(person) THEN Need(person, rabbit)
6. IF Like(person, rabbit) THEN Need(person, lion)
7. IF Need(person, lion) AND Rough(person) THEN See(person, rabbit)
","1. Blue(Bear)
2. Green(Bear)
3. Nice(Bear)
4. See(Lion, Bear)
5. Like(Rabbit, Lion)
6. Nice(Tiger)
7. Need(Tiger, Rabbit)
8. NOTHING
","1. Need(Bear, Rabbit)
",False,False
47,30523,2,2121,"Bob is big. Bob is furry. Bob is nice. Fiona is quiet. Fiona is rough. Harry is not big. Harry is nice. If someone is big and not nice then they are furry. Big, kind people are red. If Bob is big and Bob is kind then Bob is furry. If someone is red and kind then they are rough. All quiet, nice people are not rough. Furry people are kind. All furry, nice people are kind. If Harry is big and Harry is rough then Harry is not quiet.",Bob is kind.,True,OWA,train,3,AttNeg-OWA-D3-6,3,7,8,1,2,proof,[(((triple2) -> rule6) OR ((triple2 triple3) -> rule7))],"1. Big(Bob)
2. Furry(Bob)
3. Nice(Bob)
4. Quiet(Fiona)
5. Rough(Fiona)
6. NotBig(Harry)
7. Nice(Harry)
","1. IF Not Nice(someone) THEN Furry(someone)
2. BIG(person) AND NOT Nice(person) THEN Furry(person)
3. IF Big(Bob) AND Kind(Bob) THEN Furry(Bob)
4. IF Red(person) AND Nice(person) THEN Rough(person)
5. IF Quiet(person) AND Nice(person) THEN NOT Rough(person)
6. IF Furry(person) THEN Kind(person)
7. IF Big(person) AND Rough(person) THEN NOT Quiet(person)
8. IF Harry(Bob) AND Big(Bob) AND Rough(Bob) THEN NOT Furry(Bob)
","1. Big(Bob)
2. Furry(Bob)
3. Nice(Bob)
4. Quiet(Fiona)
5. Rough(Fiona)
6. NotBig(Harry)
7. Nice(Harry)
8. NOTHING
","1. Kind(Bob)
",False,False
48,19675,2,1358,Bob is blue. Bob is cold. Bob is furry. Bob is kind. Bob is red. Bob is rough. Fiona is kind. If Fiona is cold then Fiona is furry. If Fiona is rough and Fiona is red then Fiona is kind. All cold people are red. If someone is rough and kind then they are furry. Kind people are rough. If Fiona is kind and Fiona is rough then Fiona is furry. If someone is furry then they are cold. All cold people are kind.,Fiona is rough.,True,OWA,test,3,AttNoneg-OWA-D3-1493,4,7,8,1,2,proof,[(((triple7) -> rule5))],"1. Good(Bob)
2. Need(Bob, Apple)
3. Like(Cat, Apple)
4. Blue(Bob)
5. Cold(Bob)
6. Furry(Bob)
7. Kind(Bob)
8. Red(Bob)
9. Rough(Bob)
10. Kind(Fiona)
","1. IF Cold(Fiona) THEN Furry(Fiona)
2. IF Rough(Fiona) AND Red(Fiona) THEN Kind(Fiona)
3. IF Cold(person) THEN Red(person)
4. IF Rough(person) AND Kind(person) THEN Furry(person)
5. IF Kind(Fiona) AND Rough(Fiona) THEN Furry(Fiona)
6. IF Furry(person) THEN Cold(person)
7. IF Cold(person) THEN Kind(person)
","1. Good(Bob)
2. Need(Bob, Apple)
3. Like(Cat, Apple)
4. Blue(Bob)
5. Cold(Bob)
6. Furry(Bob)
7. Kind(Bob)
8. Red(Bob)
9. Rough(Bob)
10. Kind(Fiona)
11. NOTHING
","1. Rough(Fiona)
",False,False
49,2241,2,156,Anne is green. Anne is red. Dave is green. Dave is nice. Erin is green. Harry is nice. Harry is round. All furry things are round. If something is quiet and red then it is round. If something is green and red then it is round. Round things are red. All furry things are quiet. All green things are red. If something is round then it is quiet. If Dave is red then Dave is green.,Harry is quiet.,True,OWA,dev,3,AttNoneg-OWA-D3-210,3,7,8,1,2,proof,[(((triple7) -> rule7))],"1. Green(Anne)
2. Red(Anne)
3. Green(Dave)
4. Nice(Dave)
5. Green(Erin)
6. Nice(Harry)
7. Round(Harry)
","1. IF Furry(thing) THEN Round(thing)
2. IF Quiet(thing) AND Red(thing) THEN Round(thing)
3. IF Green(thing) AND Red(thing) THEN Round(thing)
4. IF Round(thing) THEN Red(thing)
5. IF Furry(thing) THEN Quiet(thing)
6. IF Green(Dave) THEN Red(Dave)
","1. Green(Anne)
2. Red(Anne)
3. Green(Dave)
4. Nice(Dave)
5. Green(Erin)
6. Nice(Harry)
7. Round(Harry)
8. NOTHING.
","1. Quiet(Harry)
",False,False
50,231,2,16,The bald eagle chases the lion. The bald eagle does not eat the lion. The bald eagle does not eat the mouse. The bald eagle is big. The lion eats the mouse. The mouse eats the bald eagle. The mouse is blue. If the bald eagle is big then the bald eagle is nice. If someone is nice then they visit the mouse. If the mouse chases the bald eagle then the bald eagle eats the lion. If someone chases the bald eagle and they chase the lion then they eat the lion. If someone visits the mouse then they do not eat the lion. If someone eats the bald eagle and they are not big then they are rough. If someone visits the mouse then they visit the lion. If the mouse eats the bald eagle and the bald eagle does not visit the mouse then the mouse visits the lion.,The bald eagle is nice.,True,OWA,train,3,RelNeg-OWA-D3-605,3,7,8,1,2,proof,[(((triple4) -> rule1))],"1. Big(Bald Eagle)
2. Eat(Lion, Mouse)
3. Eat(Mouse, Bald Eagle)
4. Blue(Mouse)
","1. IF Big(bald eagle) THEN Nice(bald eagle)
2. IF Nice(person) THEN Visit(mouse)
3. IF Mouse(bald eagle) THEN Eat(lion)
4. IF Chase(person, bald eagle) AND Chase(lion) THEN Eat(lion)
5. IF Visit(mouse) THEN DoNotEat(lion)
6. IF Eat(bald eagle) AND NotBig(bald eagle) THEN Rough(person)
7. IF Visit(mouse) THEN Visit(lion)
8. IF Eat(bald eagle) AND Mouse(bald eagle) THEN Visit(lion)
","1. Big(Bald Eagle)
2. Eat(Lion, Mouse)
3. Eat(Mouse, Bald Eagle)
4. Blue(Mouse)
5. NOTHING
","1. Nice(BaldEagle)
",False,False
51,5091,2,360,"Bob is big. Bob is not round. Dave is white. Erin is blue. Erin is round. Fiona is big. Fiona is not furry. All white, round people are smart. If Bob is round then Bob is not furry. Blue people are rough. If Bob is furry then Bob is not rough. If someone is smart then they are round. Furry, rough people are not round. Blue, rough people are big. Rough people are white.",Erin is rough.,True,OWA,train,3,AttNeg-OWA-D3-1526,3,7,8,1,2,proof,[(((triple4) -> rule3))],"1. Big(Bob)
2. Not Round(Bob)
3. White(Dave)
4. Blue(Erin)
5. Round(Erin)
6. Big(Fiona)
7. Not Furry(Fiona)
","1. IF White(person) AND Round(person) THEN Smart(person)
2. IF Round(Bob) THEN Not Furry(Bob)
3. IF Blue(person) THEN Rough(person)
4. IF Furry(Bob) THEN Not Rough(Bob)
5. IF Smart(person) THEN Round(person)
6. IF Furry(person) AND Rough(person) THEN Not Round(person)
7. IF Blue(person) AND Rough(person) THEN Big(person)
8. IF Rough(person) THEN White(person)
","1. Big(Bob)
2. Not Round(Bob)
3. White(Dave)
4. Blue(Erin)
5. Round(Erin)
6. Big(Fiona)
7. Not Furry(Fiona)
8. NOTHING.
","1. Rough(Erin)
",False,False
52,15637,2,748,"Charlie is not kind. Charlie is not red. Charlie is white. Dave is white. Fiona is red. Fiona is not young. Gary is red. Young, red people are cold. Young people are cold. If Gary is kind then Gary is young. If Gary is white then Gary is not nice. If someone is nice then they are not young. If someone is white and red then they are young. All red people are kind. Cold, red people are white.",Fiona is kind.,True,OWA,train,5,AttNeg-OWA-D5-370,5,7,8,1,2,proof,[(((triple5) -> rule7))],"1. Not(Kind)(Charlie)
2. Not(Red)(Charlie)
3. White(Charlie)
4. White(Dave)
5. Red(Fiona)
6. Not(Young)(Fiona)
7. Red(Gary)
","1. IF Young(Gary), THEN Cold(Gary)
2. IF Kind(Gary), THEN Young(Gary)
3. IF White(Gary), THEN Not Nice(Gary)
4. IF Nice(Gary), THEN Not Young(Gary)
5. IF White(Person) AND Red(Person), THEN Young(Person)
6. IF Red(Person), THEN Kind(Person)
7. IF Cold(Person), THEN White(Person)
","1. Not(Kind)(Charlie)
2. Not(Red)(Charlie)
3. White(Charlie)
4. White(Dave)
5. Red(Fiona)
6. Not(Young)(Fiona)
7. Red(Gary)
","1. Kind(Fiona)
",False,True
53,3101,2,279,"Bob is furry. Bob is kind. Bob is young. Dave is kind. Dave is rough. Fiona is furry. Gary is red. All furry, blue things are rough. If Dave is kind and Dave is furry then Dave is blue. If something is rough then it is blue. If something is young then it is kind. Kind things are blue. If something is red and furry then it is kind. Kind, blue things are rough. All smart, rough things are red.",Dave is blue.,True,OWA,test,2,AttNoneg-OWA-D2-1731,2,7,8,1,2,proof,[(((triple4) -> rule5) OR ((triple5) -> rule3))],"1. Furry(Bob)
2. Kind(Bob)
3. Young(Bob)
4. Kind(Dave)
5. Rough(Dave)
6. Furry(Fiona)
7. Red(Gary)
","1. IF Furry(thing) AND Blue(thing) THEN Rough(thing)
2. IF Kind(Dave) AND Furry(Dave) THEN Blue(Dave)
3. IF Rough(thing) THEN Blue(thing)
4. IF Young(thing) THEN Kind(thing)
5. IF Kind(thing) THEN Blue(thing)
6. IF Furry(thing) AND Red(thing) THEN Kind(thing)
7. IF Smart(thing) AND Rough(thing) THEN Red(thing)
","1. Furry(Bob)
2. Kind(Bob)
3. Young(Bob)
4. Kind(Dave)
5. Rough(Dave)
6. Furry(Fiona)
7. Red(Gary)
","1. Blue(Dave)
",False,False
54,14113,2,1279,The bear eats the lion. The bear is kind. The bear is rough. The bear likes the lion. The lion eats the bear. The lion does not like the bear. The lion needs the bear. If something eats the lion and the lion likes the bear then the lion does not need the bear. If something likes the lion then it needs the lion. If something likes the lion and it is young then it needs the lion. If something is nice then it likes the lion. If something is cold then it needs the bear. If something likes the lion and it needs the lion then it needs the bear. If something is rough and it likes the bear then the bear is not nice. If the lion eats the bear and the bear is cold then the lion does not like the bear.,The bear needs the lion.,True,OWA,test,2,RelNeg-OWA-D2-2055,2,7,8,1,2,proof,[(((triple4) -> rule2))],"1. Good(Bob)
2. Need(Bob, Apple)
3. Like(Cat, Apple)
4. Kind(Bear)
5. Rough(Bear)
6. Eat(Bear, Lion)
7. Like(Bear, Lion)
8. Need(Lion, Bear)
","1. IF Eat(something) AND Like(lion, bear) THEN Need(lion)
2. IF Like(something, lion) THEN Need(lion)
3. IF Young(something) AND Like(lion, bear) THEN Need(lion)
4. IF Nice(something) THEN Like(lion)
5. IF Cold(something) THEN Need(bear)
6. IF Need(something, lion) AND Need(something, bear) THEN Need(something, bear)
7. IF Rough(something) AND Like(bear) THEN Not Nice(bear)
8. IF Eat(lion) AND Cold(bear) THEN Not Like(bear)
","1. Good(Bob)
2. Need(Bob, Apple)
3. Like(Cat, Apple)
4. Kind(Bear)
5. Rough(Bear)
6. Eat(Bear, Lion)
7. Like(Bear, Lion)
8. Need(Lion, Bear)
9. NOTHING
","1. Need(Bear, Lion)
",False,False
55,11803,2,1063,"Bob is blue. Bob is furry. Bob is rough. Bob is smart. Gary is smart. Gary is white. Gary is young. If someone is smart then they are young. Blue, smart people are young. If Bob is rough then Bob is furry. If Bob is blue then Bob is furry. All blue people are young. Rough people are blue. All smart people are rough. All smart, blue people are young.",Gary is rough.,True,OWA,train,2,AttNoneg-OWA-D2-367,2,7,8,1,2,proof,[(((triple5) -> rule7))],"1. Blue(Bob)
2. Furry(Bob)
3. Rough(Bob)
4. Smart(Bob)
5. Smart(Gary)
6. White(Gary)
7. Young(Gary)
","1. IF Smart(Person) THEN Young(Person)
2. IF Blue(Person) AND Smart(Person) THEN Young(Person)
3. IF Rough(Bob) THEN Furry(Bob)
4. IF Blue(Bob) THEN Furry(Bob)
5. IF Blue(Person) THEN Young(Person)
6. IF Rough(Person) THEN Blue(Person)
7. IF Smart(Person) THEN Rough(Person)
8. IF Blue(Person) AND Smart(Person) THEN Young(Person)
","1. Blue(Bob)
2. Furry(Bob)
3. Rough(Bob)
4. Smart(Bob)
5. Smart(Gary)
6. White(Gary)
7. Young(Gary)
8. NOTHING
","1. Rough(Gary)
",False,False
56,60281,2,7796,"Charlie is blue. Charlie is not cold. Charlie is kind. Charlie is not red. Gary is not cold. Gary is red. Gary is rough. Round, blue things are cold. If something is kind and not round then it is not cold. If something is kind and not red then it is blue. If something is nice then it is blue. All red, nice things are kind. All round things are not rough. All blue things are rough. If Charlie is kind then Charlie is blue.",Charlie is rough.,True,OWA,train,1,AttNeg-OWA-D1-833,1,7,8,1,2,proof,[(((triple1) -> rule7) OR ((((triple3) -> rule8)) -> rule7) OR ((((triple3 triple4) -> rule3)) -> rule7))],"1. Blue(Charlie)
2. Not Cold(Charlie)
3. Kind(Charlie)
4. Not Red(Charlie)
5. Not Cold(Gary)
6. Red(Gary)
7. Rough(Gary)
","1. IF Cold(thing) THEN Blue(thing)
2. IF Kind(thing) AND Not Round(thing) THEN Not Cold(thing)
3. IF Kind(thing) AND Not Red(thing) THEN Blue(thing)
4. IF Nice(thing) THEN Blue(thing)
5. IF Red(thing) AND Nice(thing) THEN Kind(thing)
6. IF Round(thing) THEN Not Rough(thing)
7. IF Blue(thing) THEN Rough(thing)
8. IF Kind(Charlie) THEN Blue(Charlie)
","1. Blue(Charlie)
2. Not Cold(Charlie)
3. Kind(Charlie)
4. Not Red(Charlie)
5. Not Cold(Gary)
6. Red(Gary)
7. Rough(Gary)
8. NOTHING
","1. Rough(Charlie)
",False,False
