,nr,q_nr,theory_nr,theory,question,answer,meta_folder,meta_file,meta_depth,meta_id,D_maxD,D_NFact,D_NRule,Q_Dep,Q_Len,Q_strategy,Q_proofs
465543,65484,1,3119,"Bob is big. Bob is smart. Dave is blue. Dave is white. Gary is rough. Harry is blue. Harry is nice. If Harry is rough then Harry is young. All young people are big. If someone is blue and rough then they are smart. All blue people are smart. White people are blue. All white, rough people are not blue. Nice, big people are not white. All smart, nice people are rough.",Dave is not white.,False,OWA,train,5,AttNeg-OWA-D5-1194,5,7,8,0,1,inv-proof,[(triple4)]
43675,43676,1,11815,The bear chases the cat. The cat sees the bear. The rabbit is cold. The squirrel is young. The squirrel needs the bear. The squirrel needs the rabbit. The squirrel sees the rabbit. If something chases the bear and it is cold then it chases the cat. If something needs the rabbit and it chases the cat then it sees the bear. If something is cold and it chases the squirrel then the squirrel needs the rabbit. If something is kind then it chases the bear. If the cat chases the rabbit and the rabbit needs the bear then the bear chases the cat. If something is young then it needs the rabbit. If something chases the squirrel and the squirrel chases the bear then the squirrel sees the cat. If something needs the rabbit and the rabbit sees the cat then the cat needs the rabbit.,The rabbit is not cold.,False,OWA,train,0,RelNoneg-OWA-D0-5128,0,7,8,0,1,inv-proof,[(triple3)]
104381,4382,1,566,The cow is big. The cow is blue. The mouse chases the cow. The mouse is blue. The mouse likes the cow. The tiger is nice. The tiger needs the mouse. If something chases the tiger then the tiger chases the mouse. If the cow likes the tiger then the cow needs the tiger. If something needs the tiger then it likes the mouse. If something is blue and it likes the cow then the cow likes the mouse. If something chases the cow then the cow is red. If something is blue and it needs the tiger then the tiger chases the cow. If something needs the cow then it is young. If something is red then it chases the tiger.,The mouse does not chase the cow.,False,OWA,train,1,RelNoneg-OWA-D1-398,3,7,8,0,1,inv-proof,[(triple3)]
85685,15780,1,4246,"Charlie is big. Charlie is cold. Charlie is kind. Charlie is nice. Charlie is quiet. Charlie is rough. Charlie is round. If something is rough then it is big. If Charlie is cold and Charlie is kind then Charlie is rough. If Charlie is rough and Charlie is kind then Charlie is quiet. Quiet, kind things are cold. Nice, round things are quiet. Nice things are kind. If something is kind then it is nice. Big, round things are kind.",Charlie is not round.,False,OWA,test,0,AttNoneg-OWA-D0-2898,0,7,8,0,1,inv-proof,[(triple7)]
400137,78,1,4,"Anne is not kind. Anne is not rough. Anne is young. Charlie is kind. Dave is nice. Gary is nice. Gary is rough. All kind, young people are furry. If someone is white and not kind then they are not furry. If someone is white then they are young. If someone is nice and rough then they are white. If Charlie is nice then Charlie is rough. Kind, nice people are rough. If someone is kind then they are nice. If someone is kind and not white then they are cold.",Anne is rough.,False,OWA,train,5,AttNeg-OWA-D5-63,5,7,8,0,1,inv-proof,[(triple2)]
315629,15606,1,1087,"Bob is big. Bob is quiet. Fiona is not cold. Fiona is green. Fiona is not kind. Fiona is white. Gary is kind. If someone is quiet then they are cold. If Gary is young then Gary is not quiet. If Gary is white then Gary is not quiet. All green, big people are young. All green people are white. All kind people are big. White, kind people are green. If Gary is big then Gary is young.",Fiona is not green.,False,OWA,train,3,AttNeg-OWA-D3-642,3,7,8,0,1,inv-proof,[(triple4)]
63075,63076,1,17054,"Erin is furry. Erin is green. Erin is nice. Erin is quiet. Erin is rough. Erin is round. Erin is white. Nice people are rough. All round people are white. If someone is quiet and rough then they are round. If someone is round then they are rough. All nice people are quiet. If Erin is rough then Erin is white. If someone is furry then they are quiet. All nice, rough people are green.",Erin is not white.,False,OWA,train,0,AttNoneg-OWA-D0-4561,0,7,8,0,1,inv-proof,[(triple7 OR ((triple5) -> rule6) OR ((triple6) -> rule2) OR ((((triple3) -> rule1)) -> rule6) OR ((((triple6) -> rule4)) -> rule6) OR ((((triple4 triple5) -> rule3)) -> rule2) OR ((((triple4 ((triple3) -> rule1)) -> rule3)) -> rule2) OR ((((((triple1) -> rule7) triple5) -> rule3)) -> rule2) OR ((((((triple3) -> rule5) triple5) -> rule3)) -> rule2) OR ((((((triple1) -> rule7) ((triple3) -> rule1)) -> rule3)) -> rule2) OR ((((((triple3) -> rule5) ((triple3) -> rule1)) -> rule3)) -> rule2))]
344873,44850,1,3114,The bear is kind. The cow likes the squirrel. The squirrel likes the tiger. The squirrel visits the bear. The squirrel does not visit the cow. The tiger is not nice. The tiger visits the cow. If something is cold and it likes the bear then it visits the bear. If something chases the bear and the bear is kind then it likes the bear. If the tiger visits the cow then the tiger chases the squirrel. If something visits the bear then the bear likes the squirrel. If something likes the bear and it is not nice then the bear visits the squirrel. If something likes the bear then it visits the tiger. If something visits the cow then it chases the bear. If the bear likes the squirrel and the bear likes the tiger then the squirrel likes the cow.,The tiger does not visit the cow.,False,OWA,train,3,RelNeg-OWA-D3-1612,3,7,8,0,1,inv-proof,[(triple7)]
372951,3540,1,242,The cow needs the dog. The cow needs the squirrel. The cow sees the squirrel. The dog needs the cow. The squirrel likes the cow. The squirrel needs the cow. The squirrel sees the dog. If the squirrel needs the dog then the squirrel needs the cow. If the dog is rough and the dog likes the cow then the dog is round. If someone needs the dog then the dog needs the squirrel. If someone likes the dog then they are big. If someone likes the dog then they see the dog. If someone needs the cow and they need the squirrel then the cow likes the dog. If someone is big then they need the dog. If someone is green and they need the cow then the cow sees the squirrel.,The cow does not need the squirrel.,False,OWA,test,3,RelNoneg-OWA-D3-1469,3,7,8,0,1,inv-proof,[(triple2)]
88847,18942,1,5097,Charlie is cold. Charlie is not furry. Charlie is red. Charlie is not round. Charlie is white. Charlie is not young. Dave is rough. If someone is rough then they are cold. If someone is red then they are cold. If someone is white and round then they are young. If Dave is young and Dave is rough then Dave is not furry. Round people are rough. If someone is young then they are white. If someone is cold and not white then they are furry. If someone is cold then they are not furry.,Charlie is young.,False,OWA,test,0,AttNeg-OWA-D0-5807,2,7,8,0,1,inv-proof,[(triple6)]
31323,31324,1,8477,The bear is nice. The mouse visits the bear. The squirrel chases the tiger. The squirrel eats the mouse. The squirrel visits the tiger. The tiger chases the squirrel. The tiger visits the squirrel. If someone eats the mouse and the mouse chases the squirrel then the squirrel is kind. If the mouse chases the squirrel and the mouse eats the tiger then the mouse eats the bear. If someone is rough then they eat the mouse. If someone is red and they eat the tiger then they eat the bear. If the tiger visits the mouse and the tiger visits the squirrel then the squirrel visits the tiger. If the mouse is rough and the mouse eats the tiger then the mouse visits the tiger. If the tiger is nice and the tiger visits the bear then the tiger eats the mouse. If the bear visits the mouse then the bear is red.,The tiger does not chase the squirrel.,False,OWA,train,0,RelNoneg-OWA-D0-2420,0,7,8,0,1,inv-proof,[(triple6)]
340631,40608,1,2821,The bald eagle eats the rabbit. The bald eagle is cold. The bear chases the bald eagle. The cow eats the rabbit. The rabbit chases the bald eagle. The rabbit chases the cow. The rabbit eats the bald eagle. If someone is young and they eat the cow then they like the bald eagle. If the rabbit likes the bald eagle and the rabbit is blue then the bald eagle likes the rabbit. If someone chases the rabbit then they like the rabbit. If the bear chases the bald eagle then the bald eagle chases the rabbit. If someone eats the rabbit and the rabbit eats the bald eagle then the bald eagle eats the bear. If someone is green and they eat the rabbit then they chase the bear. If someone eats the bald eagle and the bald eagle likes the rabbit then they like the bald eagle. If someone chases the bear and the bear is cold then they eat the bear.,The bald eagle is not cold.,False,OWA,train,3,RelNoneg-OWA-D3-1039,3,7,8,0,1,inv-proof,[(triple2)]
187489,17874,1,2305,"Bob is big. Bob is kind. Charlie is blue. Charlie is nice. Charlie is rough. Dave is cold. Dave is rough. Cold, rough things are not nice. All rough, round things are nice. If Bob is big then Bob is kind. All cold things are rough. If something is round then it is rough. All nice, blue things are kind. Cold, big things are kind. If Bob is rough then Bob is not cold.",Charlie is not nice.,False,OWA,test,1,AttNeg-OWA-D1-2951,1,7,8,0,1,inv-proof,[(triple4)]
262853,62840,1,5670,"Bob is big. Bob is cold. Bob is nice. Charlie is young. Dave is cold. Dave is round. Fiona is young. All big things are nice. If something is young and round then it is big. If something is cold then it is kind. If something is kind and cold then it is big. All kind, white things are nice. If something is cold and nice then it is young. If Bob is kind and Bob is big then Bob is nice. If something is cold and white then it is nice.",Dave is not cold.,False,OWA,train,2,AttNoneg-OWA-D2-1501,4,7,8,0,1,inv-proof,[(triple5)]
5527,5528,1,1499,"Charlie is big. Charlie is nice. Dave is cold. Dave is furry. Dave is green. Dave is nice. Dave is rough. If someone is green then they are nice. Rough people are nice. All nice, cold people are furry. If Dave is cold then Dave is big. If someone is rough and cold then they are big. If Dave is green and Dave is cold then Dave is nice. All cold people are big. All cold, furry people are young.",Charlie is not big.,False,OWA,train,0,AttNoneg-OWA-D0-3742,1,7,8,0,1,inv-proof,[(triple1)]
332769,32746,1,2271,The bald eagle is round. The bald eagle sees the lion. The bald eagle sees the squirrel. The lion is round. The lion is young. The lion sees the bald eagle. The squirrel chases the bald eagle. If something sees the squirrel and it chases the bald eagle then the bald eagle sees the squirrel. If something visits the squirrel then the squirrel sees the bald eagle. If something sees the lion and it is round then the lion visits the squirrel. If the lion chases the bald eagle then the bald eagle sees the squirrel. If something is blue and round then it chases the bald eagle. If something visits the lion and it is blue then the lion visits the squirrel. If something sees the bald eagle then it is red. If something is rough and red then it is young.,The bald eagle does not see the squirrel.,False,OWA,train,3,RelNoneg-OWA-D3-1535,3,7,8,0,1,inv-proof,[(triple3)]
360563,60540,1,4204,"Anne is round. Anne is young. Erin is quiet. Gary is green. Gary is red. Gary is round. Harry is green. All blue, quiet people are round. If someone is blue then they are cold. Quiet people are cold. If someone is cold then they are young. If someone is red then they are blue. Blue people are round. Blue, young people are green. If someone is young and quiet then they are red.",Gary is not red.,False,OWA,train,3,AttNoneg-OWA-D3-1591,5,7,8,0,1,inv-proof,[(triple5)]
129687,29688,1,3839,"The cow is cold. The cow visits the dog. The cow visits the squirrel. The dog visits the cow. The squirrel is red. The squirrel visits the cow. The squirrel visits the dog. If someone chases the cow then the cow needs the squirrel. If someone is cold and blue then they chase the dog. If someone is kind and they chase the dog then the dog needs the cow. If someone visits the dog then the dog is kind. Red, blue people are cold. If someone visits the squirrel then the squirrel is cold. If someone visits the dog and they chase the squirrel then the dog is rough. If someone visits the dog then they chase the squirrel.",The squirrel is not red.,False,OWA,train,1,RelNoneg-OWA-D1-2205,2,7,8,0,1,inv-proof,[(triple5)]
323517,23494,1,1630,Anne is cold. Anne is nice. Anne is quiet. Charlie is cold. Charlie is quiet. Charlie is white. Dave is big. If Anne is round then Anne is not quiet. If something is white then it is cold. If something is quiet and not big then it is not nice. All white things are nice. If something is blue and not round then it is nice. If Dave is quiet then Dave is nice. All cold things are not blue. All big things are white.,Anne is not nice.,False,OWA,train,3,AttNeg-OWA-D3-1517,3,7,8,0,1,inv-proof,[(triple2)]
460947,60888,1,2897,"Anne is blue. Anne is furry. Anne is quiet. Erin is young. Gary is quiet. Harry is furry. Harry is quiet. Blue, kind things are furry. All kind things are smart. Young things are blue. If something is blue then it is kind. White, blue things are young. If Anne is white then Anne is not young. Smart, young things are quiet. Quiet, young things are white.",Harry is not furry.,False,OWA,train,5,AttNeg-OWA-D5-1059,5,7,8,0,1,inv-proof,[(triple6)]
214489,14476,1,1303,The cow likes the squirrel. The dog is not big. The dog is round. The mouse is blue. The mouse does not like the squirrel. The squirrel eats the cow. The squirrel is not red. If the mouse likes the cow and the cow is blue then the mouse does not like the squirrel. If someone needs the squirrel and the squirrel is red then the squirrel is not round. If someone needs the cow then the cow eats the squirrel. If someone needs the squirrel then the squirrel is red. If someone eats the cow then they like the mouse. If someone is round then they eat the mouse. If the dog eats the mouse then the dog does not need the mouse. If someone needs the squirrel then the squirrel needs the mouse.,The cow does not like the squirrel.,False,OWA,train,2,RelNeg-OWA-D2-383,2,7,8,0,1,inv-proof,[(triple1)]
18571,18572,1,5025,"Harry is blue. Harry is cold. Harry is furry. Harry is nice. Harry is red. Harry is rough. Harry is young. All young things are furry. If Harry is rough and Harry is furry then Harry is young. Furry things are rough. Blue, nice things are red. Red things are furry. If something is young and furry then it is red. If Harry is red then Harry is young. All red things are blue.",Harry is not cold.,False,OWA,train,0,AttNoneg-OWA-D0-2329,0,7,8,0,1,inv-proof,[(triple2)]
87895,17990,1,4840,"Bob is cold. Charlie is cold. Charlie is furry. Charlie is white. Harry is big. Harry is cold. Harry is kind. If something is smart then it is kind. If something is kind then it is smart. If Bob is big then Bob is nice. Kind things are big. All kind, white things are big. All cold things are smart. Nice things are white. Smart, cold things are nice.",Harry is not big.,False,OWA,test,0,AttNoneg-OWA-D0-11,3,7,8,0,1,inv-proof,[(triple5 OR ((triple7) -> rule4) OR ((((((triple6) -> rule6)) -> rule1)) -> rule4) OR ((triple7 ((((((triple6) -> rule6) triple6) -> rule8)) -> rule7)) -> rule5) OR ((triple7 ((((((triple7) -> rule2) triple6) -> rule8)) -> rule7)) -> rule5) OR ((((((triple6) -> rule6)) -> rule1) ((((((triple6) -> rule6) triple6) -> rule8)) -> rule7)) -> rule5) OR ((((((triple6) -> rule6)) -> rule1) ((((((triple7) -> rule2) triple6) -> rule8)) -> rule7)) -> rule5))]
88817,18912,1,5089,"Anne is big. Anne is rough. Anne is smart. Anne is not young. Bob is green. Fiona is not big. Fiona is not smart. If something is nice and not young then it is not big. If something is green and big then it is not rough. If something is young and cold then it is green. If something is big and young then it is not green. If Bob is young and Bob is not cold then Bob is not big. If something is green and not rough then it is smart. If something is green and not big then it is smart. All green, rough things are smart.",Anne is not big.,False,OWA,test,0,AttNeg-OWA-D0-5095,0,7,8,0,1,inv-proof,[(triple1)]
205861,5848,1,529,The bald eagle is green. The bald eagle visits the dog. The cow likes the bald eagle. The cow likes the dog. The cow sees the dog. The dog likes the cow. The dog sees the bald eagle. If someone sees the dog then the dog likes the bald eagle. If someone sees the dog then the dog visits the bald eagle. If someone is green then they like the dog. If someone sees the dog then the dog likes the cow. If someone visits the dog and the dog sees the cow then the cow sees the dog. If someone visits the bald eagle and the bald eagle likes the dog then the bald eagle visits the cow. If the bald eagle visits the dog and the dog visits the cow then the cow sees the bald eagle. If someone sees the dog then they are nice.,The cow does not like the dog.,False,OWA,train,2,RelNoneg-OWA-D2-165,2,7,8,0,1,inv-proof,[(triple4)]
478869,9000,1,427,"Anne is green. Bob is not green. Bob is red. Bob is round. Fiona is not kind. Fiona is young. Gary is cold. Young, round people are kind. If someone is quiet and green then they are round. If someone is cold and red then they are not round. Red people are young. If Gary is round and Gary is young then Gary is kind. If Anne is quiet and Anne is round then Anne is red. Green people are quiet. If Bob is cold then Bob is not quiet.",Bob is green.,False,OWA,test,5,AttNeg-OWA-D5-461,5,7,8,0,1,inv-proof,[(triple2)]
407911,7852,1,375,"Anne is cold. Anne is quiet. Dave is cold. Dave is not quiet. Fiona is nice. Gary is not blue. Gary is round. If someone is blue then they are not rough. If Anne is cold then Anne is blue. If someone is cold and not blue then they are not nice. Nice, cold people are round. If Anne is not rough then Anne is nice. If someone is round and not nice then they are big. Cold, round people are big. All rough, cold people are big.",Anne is not cold.,False,OWA,train,5,AttNeg-OWA-D5-679,5,7,8,0,1,inv-proof,[(triple1)]
187645,18030,1,2325,The bald eagle chases the cat. The bald eagle is green. The bald eagle is young. The cat likes the lion. The lion chases the bald eagle. The lion chases the cat. The lion is young. If someone chases the bald eagle and they like the bald eagle then the bald eagle chases the lion. If someone likes the bald eagle and the bald eagle visits the cat then the cat visits the bald eagle. If someone is young and they visit the bald eagle then they are big. If someone likes the cat and they do not chase the cat then they visit the bald eagle. If the lion chases the bald eagle and the lion likes the cat then the bald eagle does not like the cat. If someone is young then they do not like the bald eagle. If someone likes the bald eagle then they are cold. If someone chases the cat and the cat is nice then they do not visit the cat.,The bald eagle does not chase the cat.,False,OWA,test,1,RelNeg-OWA-D1-1845,1,7,8,0,1,inv-proof,[(triple1)]
137379,37380,1,4831,The bald eagle chases the cat. The bald eagle does not need the cat. The cat does not chase the tiger. The cat sees the tiger. The tiger chases the bald eagle. The tiger chases the cat. The tiger is not rough. If something is nice and it needs the tiger then the tiger needs the bald eagle. If something chases the bald eagle and it is not big then the bald eagle chases the tiger. If something is cold then it does not see the tiger. If something is green then it chases the tiger. If something is cold then it sees the cat. If something is nice and it sees the tiger then the tiger chases the bald eagle. If something sees the tiger then the tiger needs the cat. If something is cold then it needs the bald eagle.,The tiger is rough.,False,OWA,train,1,RelNeg-OWA-D1-2214,1,7,8,0,1,inv-proof,[(triple7)]
454193,54134,1,2574,"Anne is blue. Anne is round. Dave is quiet. Fiona is kind. Fiona is quiet. Fiona is red. Gary is red. All round things are red. All red things are green. If something is quiet then it is rough. All round things are kind. If something is green then it is round. Rough, quiet things are blue. Blue, rough things are round. Blue, red things are round.",Anne is not blue.,False,OWA,train,5,AttNoneg-OWA-D5-731,5,7,8,0,1,inv-proof,[(triple1)]
65441,65442,1,17695,"Anne is not big. Anne is cold. Anne is nice. Anne is red. Anne is smart. Anne is white. Anne is not young. If Anne is big and Anne is cold then Anne is young. All young things are red. All nice, young things are not cold. Big things are young. All cold, white things are smart. If Anne is smart and Anne is not big then Anne is white. If Anne is young and Anne is smart then Anne is red. If Anne is not nice and Anne is not cold then Anne is smart.",Anne is big.,False,OWA,train,0,AttNeg-OWA-D0-6200,0,7,8,0,1,inv-proof,[(triple1)]
3681,3682,1,996,"Erin is blue. Erin is furry. Erin is green. Erin is nice. Erin is quiet. Erin is rough. Erin is round. If Erin is furry and Erin is rough then Erin is quiet. Quiet, green people are furry. If someone is green and nice then they are quiet. Blue people are round. Green people are rough. All round people are furry. If someone is furry and round then they are blue. Blue people are furry.",Erin is not blue.,False,OWA,train,0,AttNoneg-OWA-D0-6760,0,7,8,0,1,inv-proof,[(triple1 OR ((triple2 triple7) -> rule7) OR ((((triple7) -> rule6) triple7) -> rule7) OR ((((triple5 triple3) -> rule2) triple7) -> rule7) OR ((((((triple3 triple4) -> rule3) triple3) -> rule2) triple7) -> rule7))]
260911,60898,1,5497,The bald eagle eats the cat. The bald eagle visits the rabbit. The cat eats the rabbit. The cat is not rough. The lion is cold. The rabbit eats the cat. The rabbit does not visit the cat. If something visits the lion then the lion is red. If something eats the lion and the lion does not eat the rabbit then the lion does not need the bald eagle. If something visits the rabbit then the rabbit needs the lion. If something needs the rabbit then it is not red. If something eats the cat then the cat eats the lion. If something is nice then it eats the cat. If something is blue then it does not eat the cat. If something needs the lion then the lion visits the bald eagle.,The cat is rough.,False,OWA,train,2,RelNeg-OWA-D2-1587,2,7,8,0,1,inv-proof,[(triple4)]
85067,15162,1,4078,"Fiona is big. Fiona is green. Fiona is quiet. Fiona is round. Fiona is smart. Fiona is white. Fiona is young. If something is big then it is round. If Fiona is big then Fiona is green. Big, green things are white. If something is big then it is green. All round, smart things are green. All big, round things are quiet. If something is green and white then it is big. If something is quiet then it is round.",Fiona is not young.,False,OWA,test,0,AttNoneg-OWA-D0-4697,0,7,8,0,1,inv-proof,[(triple7)]
25703,25704,1,6958,Anne is not big. Anne is rough. Anne is round. Dave is big. Dave is blue. Dave is round. Harry is white. If something is white then it is not red. All furry things are round. If something is blue and rough then it is not round. If Harry is furry then Harry is not red. All white things are blue. All round things are furry. If Harry is rough then Harry is not big. If something is blue then it is big.,Anne is not round.,False,OWA,train,0,AttNeg-OWA-D0-1570,2,7,8,0,1,inv-proof,[(triple3)]
13989,13990,1,3792,Anne is big. Anne is cold. Anne is green. Anne is not nice. Anne is red. Anne is rough. Anne is white. If someone is nice then they are red. All green people are red. If someone is red and nice then they are cold. If Anne is white and Anne is not cold then Anne is not rough. If Anne is not nice then Anne is rough. If someone is cold then they are white. If someone is rough and cold then they are white. If someone is nice and not rough then they are big.,Anne is not big.,False,OWA,train,0,AttNeg-OWA-D0-4859,0,7,8,0,1,inv-proof,[(triple1)]
6895,6896,1,1871,"Erin is not blue. Erin is cold. Erin is nice. Erin is quiet. Erin is not red. Erin is round. Erin is young. If something is round then it is nice. If something is young and blue then it is not nice. All cold, round things are nice. If something is round and not quiet then it is not blue. Quiet, round things are not red. All blue things are cold. If something is red and not round then it is young. If something is quiet then it is young.",Erin is red.,False,OWA,train,0,AttNeg-OWA-D0-3154,0,7,8,0,1,inv-proof,[(triple5 OR ((triple4 triple6) -> rule5))]
59099,59100,1,15973,"Dave is blue. Dave is furry. Dave is quiet. Dave is rough. Dave is smart. Dave is white. Dave is young. All furry, young things are smart. All rough things are quiet. Furry, quiet things are rough. If Dave is white then Dave is furry. If something is quiet then it is rough. Young, blue things are quiet. All white things are furry. If something is smart and furry then it is young.",Dave is not rough.,False,OWA,train,0,AttNoneg-OWA-D0-6843,0,7,8,0,1,inv-proof,[(triple4 OR ((triple3) -> rule5) OR ((triple2 triple3) -> rule3) OR ((((triple7 triple1) -> rule6)) -> rule5) OR ((triple2 ((triple7 triple1) -> rule6)) -> rule3) OR ((((triple6) -> rule4) triple3) -> rule3) OR ((((triple6) -> rule7) triple3) -> rule3) OR ((((triple6) -> rule4) ((triple7 triple1) -> rule6)) -> rule3) OR ((((triple6) -> rule7) ((triple7 triple1) -> rule6)) -> rule3) OR ((((((triple5 triple2) -> rule8) triple1) -> rule6)) -> rule5) OR ((triple2 ((((triple5 triple2) -> rule8) triple1) -> rule6)) -> rule3) OR ((((triple6) -> rule4) ((((triple5 triple2) -> rule8) triple1) -> rule6)) -> rule3) OR ((((triple6) -> rule7) ((((triple5 triple2) -> rule8) triple1) -> rule6)) -> rule3) OR ((((((triple5 ((triple6) -> rule4)) -> rule8) triple1) -> rule6)) -> rule5) OR ((((((triple5 ((triple6) -> rule7)) -> rule8) triple1) -> rule6)) -> rule5) OR ((triple2 ((((triple5 ((triple6) -> rule4)) -> rule8) triple1) -> rule6)) -> rule3) OR ((triple2 ((((triple5 ((triple6) -> rule7)) -> rule8) triple1) -> rule6)) -> rule3) OR ((((triple6) -> rule4) ((((triple5 ((triple6) -> rule4)) -> rule8) triple1) -> rule6)) -> rule3) OR ((((triple6) -> rule4) ((((triple5 ((triple6) -> rule7)) -> rule8) triple1) -> rule6)) -> rule3) OR ((((triple6) -> rule7) ((((triple5 ((triple6) -> rule4)) -> rule8) triple1) -> rule6)) -> rule3) OR ((((triple6) -> rule7) ((((triple5 ((triple6) -> rule7)) -> rule8) triple1) -> rule6)) -> rule3))]
357239,57216,1,3971,The cat eats the cow. The cat is cold. The cat is rough. The cat likes the cow. The cat visits the cow. The cow eats the cat. The cow likes the cat. If the cat visits the cow and the cow likes the cat then the cat eats the cow. All cold people are nice. If someone is nice and they visit the cow then they are kind. If the cow visits the cat then the cat is rough. If someone visits the cat then the cat eats the cow. If someone is kind then they like the cat. If someone visits the cow and the cow eats the cat then they are rough. If the cat is kind then the cat likes the cow.,The cat is not rough.,False,OWA,train,3,RelNoneg-OWA-D3-95,3,7,8,0,1,inv-proof,[(triple3 OR ((triple5 triple6) -> rule7))]
342553,42530,1,2955,The cow sees the rabbit. The cow sees the squirrel. The rabbit chases the cow. The rabbit is red. The rabbit is round. The rabbit needs the squirrel. The squirrel is not big. If the rabbit is big then the rabbit sees the squirrel. If someone sees the rabbit then the rabbit does not need the cow. If someone sees the squirrel then they chase the cow. If someone needs the cow then they chase the cow. If the squirrel chases the rabbit and the rabbit is big then the rabbit needs the squirrel. If someone needs the squirrel and they see the squirrel then they are cold. If someone sees the rabbit and the rabbit does not chase the cow then the rabbit sees the cow. If the rabbit does not need the cow then the cow needs the squirrel.,The rabbit does not need the squirrel.,False,OWA,train,3,RelNeg-OWA-D3-330,3,7,8,0,1,inv-proof,[(triple6)]
278211,8122,1,734,The cow chases the squirrel. The cow chases the tiger. The cow likes the squirrel. The rabbit visits the tiger. The squirrel visits the cow. The tiger chases the rabbit. The tiger visits the rabbit. If someone is nice then they visit the tiger. If someone likes the squirrel then they like the cow. If the cow is rough then the cow likes the tiger. If someone is rough and they chase the tiger then the tiger chases the squirrel. If someone visits the tiger and the tiger is rough then they chase the cow. If someone chases the squirrel then they are round. If someone likes the cow and the cow likes the squirrel then they are red. If the squirrel visits the rabbit then the squirrel is green.,The tiger does not chase the rabbit.,False,OWA,test,2,RelNoneg-OWA-D2-2135,2,7,8,0,1,inv-proof,[(triple6)]
480297,10428,1,494,"Charlie is furry. Charlie is young. Dave is nice. Erin is kind. Erin is not nice. Harry is blue. Harry is nice. Quiet, blue things are kind. If Dave is quiet then Dave is furry. If something is blue and not nice then it is quiet. If something is nice then it is quiet. All young, kind things are round. If something is nice and kind then it is young. If Dave is not blue then Dave is quiet. If something is round then it is not furry.",Harry is not nice.,False,OWA,test,5,AttNeg-OWA-D5-1062,5,7,8,0,1,inv-proof,[(triple7)]
66353,66354,1,17935,"Dave is big. Dave is green. Dave is nice. Gary is big. Gary is blue. Gary is cold. Gary is green. If Dave is green and Dave is blue then Dave is cold. If someone is cold then they are blue. If someone is cold then they are big. Blue, quiet people are not nice. If someone is quiet and big then they are nice. Big, quiet people are not cold. If someone is nice then they are cold. All quiet, big people are not furry.",Dave is not nice.,False,OWA,train,0,AttNeg-OWA-D0-6900,2,7,8,0,1,inv-proof,[(triple3)]
73769,3864,1,1048,"Anne is blue. Anne is cold. Anne is kind. Anne is quiet. Anne is rough. Anne is smart. Anne is young. If someone is smart then they are blue. If Anne is young then Anne is quiet. All kind people are quiet. All quiet people are smart. Quiet people are blue. Blue people are young. If Anne is young and Anne is blue then Anne is quiet. Rough, young people are kind.",Anne is not smart.,False,OWA,test,0,AttNoneg-OWA-D0-6531,0,7,8,0,1,inv-proof,[(triple6 OR ((triple4) -> rule4) OR ((((triple3) -> rule3)) -> rule4) OR ((((triple7) -> rule2)) -> rule4) OR ((((triple7 triple1) -> rule7)) -> rule4) OR ((((((triple1) -> rule6)) -> rule2)) -> rule4) OR ((((((triple5 triple7) -> rule8)) -> rule3)) -> rule4) OR ((((((triple1) -> rule6) triple1) -> rule7)) -> rule4) OR ((((((triple5 ((triple1) -> rule6)) -> rule8)) -> rule3)) -> rule4))]
1633,1634,1,442,"Fiona is blue. Fiona is green. Fiona is quiet. Fiona is smart. Harry is not rough. Harry is round. Harry is smart. If something is round then it is quiet. Quiet, smart things are round. Green, rough things are round. If Fiona is blue and Fiona is quiet then Fiona is round. All blue things are kind. Rough things are kind. If something is rough then it is smart. If Fiona is quiet then Fiona is rough.",Fiona is not green.,False,OWA,train,0,AttNeg-OWA-D0-2058,1,7,8,0,1,inv-proof,[(triple2)]
449503,49444,1,2355,"Dave is big. Fiona is cold. Gary is not nice. Gary is round. Gary is white. Harry is not blue. Harry is nice. If Gary is blue and Gary is not nice then Gary is not white. Blue people are round. If someone is white and blue then they are not round. All cold people are round. Nice people are rough. Rough people are cold. All round, rough people are big. Big people are white.",Dave is not big.,False,OWA,train,5,AttNeg-OWA-D5-583,5,7,8,0,1,inv-proof,[(triple1)]
34607,34608,1,9365,"Anne is big. Anne is kind. Anne is red. Gary is big. Gary is red. Gary is rough. Harry is red. All quiet things are kind. All big, furry things are red. If something is big then it is rough. If something is rough then it is red. If something is rough then it is furry. If something is quiet then it is kind. If something is kind and furry then it is quiet. If something is furry then it is red.",Harry is not red.,False,OWA,train,0,AttNoneg-OWA-D0-3851,3,7,8,0,1,inv-proof,[(triple7)]
427543,27484,1,1312,Bob is rough. Dave is big. Fiona is green. Fiona is young. Gary is big. Gary is green. Gary is nice. All big things are young. If something is young then it is nice. Nice things are green. If Bob is not young then Bob is smart. If something is red then it is smart. If something is rough and young then it is red. If something is nice and green then it is red. If Bob is smart and Bob is big then Bob is green.,Bob is not rough.,False,OWA,train,5,AttNeg-OWA-D5-1095,5,7,8,0,1,inv-proof,[(triple1)]
