,nr,q_nr,theory_nr,theory,question,answer,meta_folder,meta_file,meta_depth,meta_id,D_maxD,D_NFact,D_NRule,Q_Dep,Q_Len,Q_strategy,Q_proofs
466240,66181,10,3151,"Anne is quiet. Charlie is kind. Erin is red. Harry is blue. Harry is green. Harry is kind. Harry is red. All round, quiet things are blue. If something is blue then it is quiet. If something is blue then it is red. All furry things are green. All red things are furry. All kind things are round. If something is red and blue then it is furry. All round things are blue. If Charlie is blue and Charlie is green then Charlie is furry.",Charlie is green.,True,OWA,train,5,AttNoneg-OWA-D5-366,5,7,9,5,6,proof,[(((((((((((triple2) -> rule6)) -> rule8)) -> rule3)) -> rule5)) -> rule4) OR ((((((((((triple2) -> rule6)) -> rule8)) -> rule3) ((((triple2) -> rule6)) -> rule8)) -> rule7)) -> rule4))]
422342,22283,10,1064,"Anne is furry. Anne is nice. Anne is young. Bob is young. Erin is green. Erin is quiet. Harry is smart. All green, cold things are smart. All green, young things are nice. All young things are smart. Quiet things are furry. Nice things are young. Quiet things are young. If Harry is smart then Harry is cold. Smart, young things are quiet. All quiet, furry things are green.",Bob is nice.,True,OWA,train,5,AttNoneg-OWA-D5-293,5,7,9,5,12,proof,[(((((((((triple4) -> rule3) triple4) -> rule8) ((((((triple4) -> rule3) triple4) -> rule8)) -> rule4)) -> rule9) triple4) -> rule2))]
439698,39639,10,1887,"Bob is furry. Bob is quiet. Bob is smart. Charlie is young. Dave is cold. Dave is quiet. Fiona is cold. If Dave is red then Dave is furry. Red, young things are quiet. Quiet things are red. If something is round and quiet then it is furry. If something is cold then it is quiet. All red, quiet things are furry. Quiet, furry things are round. If something is cold and furry then it is young. If something is cold and young then it is smart.",Fiona is smart.,True,OWA,train,5,AttNoneg-OWA-D5-540,5,7,9,5,10,proof,[(((triple7 ((triple7 ((((((triple7) -> rule5)) -> rule3) ((triple7) -> rule5)) -> rule6)) -> rule8)) -> rule9))]
469210,69151,10,3290,Anne is kind. Bob is kind. Bob is rough. Charlie is big. Charlie is blue. Charlie is rough. Harry is rough. If Anne is rough and Anne is smart then Anne is kind. Quiet people are rough. Smart people are furry. All rough people are kind. If someone is blue and kind then they are furry. If someone is furry and smart then they are big. If someone is kind and furry then they are quiet. Kind people are big. All big people are blue.,Harry is quiet.,True,OWA,train,5,AttNoneg-OWA-D5-1276,5,7,9,5,10,proof,[(((((triple7) -> rule4) ((((((((triple7) -> rule4)) -> rule8)) -> rule9) ((triple7) -> rule4)) -> rule5)) -> rule7))]
451448,51389,10,2445,"Bob is blue. Charlie is nice. Erin is not blue. Erin is white. Fiona is nice. Fiona is rough. Fiona is white. Rough, quiet things are round. Quiet, nice things are round. If something is rough then it is quiet. All furry, rough things are blue. Blue, furry things are nice. All blue, quiet things are nice. Blue things are furry. All nice things are rough. If something is nice and not rough then it is not white.",Bob is round.,True,OWA,train,5,AttNeg-OWA-D5-60,5,7,9,5,11,proof,[(((((((((triple1 ((triple1) -> rule7)) -> rule5)) -> rule8)) -> rule3) ((triple1 ((triple1) -> rule7)) -> rule5)) -> rule2) OR ((((((triple1 ((triple1) -> rule7)) -> rule5)) -> rule8) ((((((triple1 ((triple1) -> rule7)) -> rule5)) -> rule8)) -> rule3)) -> rule1))]
428401,28342,11,1352,"Anne is round. Erin is nice. Erin is white. Fiona is big. Fiona is red. Harry is nice. Harry is white. If Anne is blue and Anne is nice then Anne is red. If someone is blue then they are white. White people are big. If someone is blue and quiet then they are round. Nice, big people are quiet. If someone is white and quiet then they are big. If someone is round then they are blue. If someone is big and round then they are nice. All quiet people are nice.",Anne is not quiet.,False,OWA,train,5,AttNoneg-OWA-D5-1115,5,7,9,5,11,inv-proof,[(((((((((((triple1) -> rule7)) -> rule2)) -> rule3) triple1) -> rule8) ((((((triple1) -> rule7)) -> rule2)) -> rule3)) -> rule5))]
468231,68172,11,3244,The bear chases the lion. The bear is blue. The bear is green. The cat chases the lion. The cat likes the rabbit. The lion sees the cat. The rabbit sees the bear. If something is big then it sees the rabbit. If something chases the cat then the cat sees the bear. If something chases the lion then it chases the rabbit. If something likes the rabbit then the rabbit sees the bear. If something is green then it sees the cat. If something chases the rabbit then the rabbit is big. If something sees the rabbit and the rabbit is big then the rabbit chases the lion. If the lion sees the rabbit then the lion is blue. If something likes the lion and it chases the cat then the cat sees the lion.,The rabbit does not chase the rabbit.,False,OWA,train,5,RelNoneg-OWA-D5-456,5,7,9,5,9,inv-proof,[(((((((((((triple1) -> rule3)) -> rule6)) -> rule1) ((((triple1) -> rule3)) -> rule6)) -> rule7)) -> rule3) OR ((((((((((triple1) -> rule3)) -> rule6)) -> rule1) ((((triple4) -> rule3)) -> rule6)) -> rule7)) -> rule3) OR ((((((((((triple4) -> rule3)) -> rule6)) -> rule1) ((((triple1) -> rule3)) -> rule6)) -> rule7)) -> rule3) OR ((((((((((triple4) -> rule3)) -> rule6)) -> rule1) ((((triple4) -> rule3)) -> rule6)) -> rule7)) -> rule3))]
494155,4256,11,201,"Charlie is young. Erin is blue. Erin is green. Fiona is big. Fiona is green. Gary is blue. Gary is green. All red things are furry. All furry things are red. Young things are red. If something is smart and not red then it is not green. All furry things are green. If something is red and green then it is blue. If something is young and big then it is smart. If something is blue and green then it is smart. Blue, red things are smart.",Charlie is not smart.,False,OWA,dev,5,AttNeg-OWA-D5-372,5,7,9,5,10,inv-proof,[(((((((triple1) -> rule3) ((((((triple1) -> rule3)) -> rule1)) -> rule5)) -> rule6) ((triple1) -> rule3)) -> rule9) OR ((((((triple1) -> rule3) ((((((triple1) -> rule3)) -> rule1)) -> rule5)) -> rule6) ((((((triple1) -> rule3)) -> rule1)) -> rule5)) -> rule8))]
433537,33478,11,1599,"Bob is furry. Charlie is furry. Charlie is white. Charlie is young. Fiona is blue. Fiona is kind. Gary is young. Young, cold people are kind. Kind people are furry. Young, white people are kind. If someone is kind then they are cold. All blue people are green. All furry, kind people are white. Young people are white. Furry people are blue. If Gary is cold and Gary is white then Gary is blue.",Gary is not green.,False,OWA,train,5,AttNoneg-OWA-D5-1062,5,7,9,5,7,inv-proof,[(((((((((triple7 ((triple7) -> rule7)) -> rule3)) -> rule2)) -> rule8)) -> rule5) OR ((((((((triple7 ((triple7) -> rule7)) -> rule3)) -> rule4) ((triple7) -> rule7)) -> rule9)) -> rule5))]
403285,3226,11,155,"Anne is blue. Anne is cold. Bob is furry. Gary is furry. Gary is round. Harry is blue. Harry is round. Rough, round things are green. If something is blue and furry then it is rough. Rough, round things are kind. If Harry is kind and Harry is round then Harry is rough. If something is rough then it is round. All cold things are blue. Blue, rough things are furry. Round, cold things are blue. If something is furry then it is cold.",Bob is not green.,False,OWA,train,5,AttNoneg-OWA-D5-550,5,7,9,5,12,inv-proof,[(((((((((triple3) -> rule9)) -> rule6) triple3) -> rule2) ((((((((triple3) -> rule9)) -> rule6) triple3) -> rule2)) -> rule5)) -> rule1))]
